OTUid	path	rank2	superkingdom	majorclade	kingdom	subkingdom	subeuk	division	subdivision	superphylum	phylum	subphylum	class	subclass	superorder	order	suborder	family	subfamily	genus
OTU_2338;size_4;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Helotiales
OTU_2607;size_8;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Helotiales
OTU_2908;size_3;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Helotiales
OTU_2978;size_3;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Helotiales
OTU_3127;size_17;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Helotiales
OTU_3142;size_3;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Helotiales
OTU_3191;size_6;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Helotiales
OTU_3617;size_2;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Helotiales
OTU_3672;size_2;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Helotiales
OTU_3800;size_2;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Helotiales
OTU_4014;size_12;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Helotiales
OTU_4018;size_2;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Helotiales
OTU_4101;size_2;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Helotiales
OTU_4278;size_2;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Helotiales
OTU_1586;size_14;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Helotiaceae;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiaceae	Helotiaceae	Helotiaceae
OTU_2235;size_5;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Helotiaceae;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiaceae	Helotiaceae	Helotiaceae
OTU_3329;size_2;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Helotiaceae;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiaceae	Helotiaceae	Helotiaceae
OTU_32;size_7703;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Helotiaceae;Epiglia;Epiglia gloeocapsae;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiaceae	Helotiaceae	Epiglia
OTU_1340;size_35;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Helotiaceae;Epiglia;Epiglia gloeocapsae;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiaceae	Helotiaceae	Epiglia
OTU_2835;size_3;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Helotiaceae;Epiglia;Epiglia gloeocapsae;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiaceae	Helotiaceae	Epiglia
OTU_2128;size_5;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;mitosporic Helotiales;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Helotiales
OTU_3899;size_2;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;mitosporic Helotiales;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Helotiales
OTU_2005;size_6;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;mitosporic Helotiales;Chalara;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Chalara
OTU_2851;size_3;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;mitosporic Helotiales;Chalara;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Chalara
OTU_2970;size_3;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;mitosporic Helotiales;Chalara;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Chalara
OTU_4;size_14753;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Leotiomycetes incertae sedis;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes
OTU_77;size_1256;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Leotiomycetes incertae sedis;Microglossum;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Microglossum
OTU_343;size_106;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Leotiomycetes incertae sedis;Microglossum;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Microglossum
OTU_407;size_111;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Leotiomycetes incertae sedis;Microglossum;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Microglossum
OTU_1879;size_8;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Rhytismatales;Rhytismataceae;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Rhytismataceae	Rhytismataceae	Rhytismataceae
OTU_3055;size_7;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Rhytismatales;Rhytismataceae;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Rhytismataceae	Rhytismataceae	Rhytismataceae
OTU_27;size_5901;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes
OTU_259;size_185;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes
OTU_345;size_127;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes
OTU_713;size_47;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes
OTU_891;size_21;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes
OTU_902;size_31;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes
OTU_914;size_27;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes
OTU_986;size_24;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes
OTU_1673;size_8;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes
OTU_2013;size_6;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes
OTU_2095;size_5;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes
OTU_2158;size_14;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes
OTU_2281;size_12;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes
OTU_2488;size_4;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes
OTU_2536;size_4;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes
OTU_3305;size_2;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes
OTU_3403;size_2;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes
OTU_3930;size_2;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes
OTU_3944;size_4;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes
OTU_4282;size_2;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes
OTU_1526;size_9;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreomycetidae	Hypocreomycetidae	Hypocreomycetidae	Hypocreomycetidae	Hypocreomycetidae	Hypocreomycetidae
OTU_139;size_951;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreomycetidae	Hypocreales	Hypocreales	Hypocreales	Hypocreales	Hypocreales
OTU_619;size_67;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreomycetidae	Hypocreales	Hypocreales	Hypocreales	Hypocreales	Hypocreales
OTU_711;size_40;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreomycetidae	Hypocreales	Hypocreales	Hypocreales	Hypocreales	Hypocreales
OTU_935;size_20;	"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;"	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Dikarya	Dikarya	Dikarya	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreomycetidae	Hypocreales	Hypocreales	Hypocreales	Hypocreales	Hypocreales
