OTUid	path	rank2	superkingdom	majorclade	kingdom	subkingdom	subeuk	division	subdivision	superphylum	phylum	subphylum	class	subclass	superorder	order	suborder	family	subfamily	genus
OTU_1388;size_19;	"root;"	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root
OTU_1989;size_7;	"root;"	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root
OTU_2087;size_11;	"root;"	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root
OTU_3187;size_3;	"root;"	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root
OTU_4083;size_4;	"root;"	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root
OTU_4763;size_2;	"root;"	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root	root
OTU_872;size_49;	"root;cellular organisms;"	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms
OTU_1742;size_9;	"root;cellular organisms;"	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms	cellular organisms
OTU_1443;size_19;	"root;cellular organisms;Bacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria
OTU_1568;size_27;	"root;cellular organisms;Bacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria
OTU_2846;size_4;	"root;cellular organisms;Bacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria
OTU_2880;size_7;	"root;cellular organisms;Bacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria
OTU_3227;size_8;	"root;cellular organisms;Bacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria
OTU_3239;size_7;	"root;cellular organisms;Bacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria
OTU_3260;size_3;	"root;cellular organisms;Bacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria
OTU_3624;size_5;	"root;cellular organisms;Bacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria
OTU_3875;size_2;	"root;cellular organisms;Bacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria
OTU_4064;size_2;	"root;cellular organisms;Bacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria
OTU_4755;size_2;	"root;cellular organisms;Bacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria
OTU_4831;size_2;	"root;cellular organisms;Bacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria
OTU_1292;size_71;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria
OTU_1551;size_29;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria
OTU_1597;size_24;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria
OTU_3184;size_3;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria
OTU_3584;size_5;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria
OTU_4389;size_2;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria
OTU_4392;size_2;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria
OTU_1715;size_22;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_1761;size_25;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_2646;size_8;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_2833;size_13;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_3926;size_6;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_4563;size_2;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_4853;size_2;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_4940;size_2;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_2804;size_4;	"root;cellular organisms;Bacteria;Proteobacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria
OTU_4135;size_2;	"root;cellular organisms;Bacteria;Proteobacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria
OTU_4664;size_4;	"root;cellular organisms;Bacteria;Proteobacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria
OTU_862;size_192;	"root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria
OTU_1010;size_62;	"root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria
OTU_3216;size_5;	"root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria
OTU_3903;size_2;	"root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria
OTU_4652;size_2;	"root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria
OTU_4999;size_2;	"root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria
OTU_2742;size_6;	"root;cellular organisms;Archaea;Euryarchaeota;"	cellular organisms	Archaea	Archaea	Archaea	Archaea	Archaea	Archaea	Archaea	Archaea	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota
OTU_740;size_119;	"root;cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;"	cellular organisms	Archaea	Archaea	Archaea	Archaea	Archaea	Archaea	Archaea	Archaea	Euryarchaeota	Euryarchaeota	Thermoplasmata	Thermoplasmata	Thermoplasmata	Thermoplasmatales	Thermoplasmatales	Thermoplasmatales	Thermoplasmatales	Thermoplasmatales
OTU_824;size_55;	"root;cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;"	cellular organisms	Archaea	Archaea	Archaea	Archaea	Archaea	Archaea	Archaea	Archaea	Euryarchaeota	Euryarchaeota	Thermoplasmata	Thermoplasmata	Thermoplasmata	Thermoplasmatales	Thermoplasmatales	Thermoplasmatales	Thermoplasmatales	Thermoplasmatales
OTU_910;size_54;	"root;cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;"	cellular organisms	Archaea	Archaea	Archaea	Archaea	Archaea	Archaea	Archaea	Archaea	Euryarchaeota	Euryarchaeota	Thermoplasmata	Thermoplasmata	Thermoplasmata	Thermoplasmatales	Thermoplasmatales	Thermoplasmatales	Thermoplasmatales	Thermoplasmatales
OTU_957;size_47;	"root;cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;"	cellular organisms	Archaea	Archaea	Archaea	Archaea	Archaea	Archaea	Archaea	Archaea	Euryarchaeota	Euryarchaeota	Thermoplasmata	Thermoplasmata	Thermoplasmata	Thermoplasmatales	Thermoplasmatales	Thermoplasmatales	Thermoplasmatales	Thermoplasmatales
OTU_1852;size_8;	"root;cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;"	cellular organisms	Archaea	Archaea	Archaea	Archaea	Archaea	Archaea	Archaea	Archaea	Euryarchaeota	Euryarchaeota	Thermoplasmata	Thermoplasmata	Thermoplasmata	Thermoplasmatales	Thermoplasmatales	Thermoplasmatales	Thermoplasmatales	Thermoplasmatales
OTU_4584;size_2;	"root;cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;"	cellular organisms	Archaea	Archaea	Archaea	Archaea	Archaea	Archaea	Archaea	Archaea	Euryarchaeota	Euryarchaeota	Thermoplasmata	Thermoplasmata	Thermoplasmata	Thermoplasmatales	Thermoplasmatales	Thermoplasmatales	Thermoplasmatales	Thermoplasmatales
OTU_1;size_230596;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_9;size_29954;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_26;size_9791;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_29;size_7967;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_45;size_4017;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_56;size_7739;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_81;size_3044;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_92;size_2763;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_96;size_4820;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_99;size_3563;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_103;size_1488;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_108;size_1232;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_114;size_1507;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_120;size_3073;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_147;size_1128;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_150;size_1016;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_179;size_1438;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_197;size_1487;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_198;size_457;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_208;size_1256;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_209;size_578;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_228;size_2200;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_230;size_392;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_246;size_334;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_253;size_327;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_255;size_318;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_257;size_315;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_258;size_844;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_265;size_366;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_267;size_722;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_269;size_373;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
OTU_293;size_265;	"root;cellular organisms;Eukaryota;"	cellular organisms	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota
