OTUid	path	rank2	superkingdom	majorclade	kingdom	subkingdom	subeuk	division	subdivision	superphylum	phylum	subphylum	class	subclass	superorder	order	suborder	family	subfamily	genus
OTU_823;size_67;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_853;size_33;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_856;size_49;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_857;size_78;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_866;size_40;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_886;size_49;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_887;size_41;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_888;size_70;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_889;size_48;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_898;size_38;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_920;size_39;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_958;size_34;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_959;size_59;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_963;size_21;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_968;size_72;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1008;size_36;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1009;size_27;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1010;size_55;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1017;size_28;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1033;size_37;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1040;size_42;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1048;size_68;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1064;size_96;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1081;size_35;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1087;size_24;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1108;size_37;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1119;size_23;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1141;size_57;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1186;size_42;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1204;size_48;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1213;size_29;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1218;size_27;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1228;size_27;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1250;size_37;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1252;size_28;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1265;size_28;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1268;size_22;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1274;size_17;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1278;size_23;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1302;size_60;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1330;size_37;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1345;size_52;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1349;size_17;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1367;size_15;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1372;size_23;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1386;size_29;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1388;size_16;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1411;size_42;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1419;size_18;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1447;size_16;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1451;size_19;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1456;size_32;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1476;size_16;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1485;size_13;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1504;size_19;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1521;size_15;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1550;size_24;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1560;size_17;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1572;size_27;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1597;size_19;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1611;size_13;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1664;size_23;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1672;size_14;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1684;size_18;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1691;size_34;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1695;size_13;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1703;size_9;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1706;size_15;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1724;size_13;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1742;size_10;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1744;size_13;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1766;size_22;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
OTU_1813;size_11;	"root;cellular organisms;Eukaryota;Opisthokonta;"	cellular organisms	Eukaryota	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta	Opisthokonta
