OTUid	path	rank2	superkingdom	majorclade	kingdom	subkingdom	subeuk	division	subdivision	superphylum	phylum	subphylum	class	subclass	superorder	order	suborder	family	subfamily	genus
OTU_1866;size_17;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidocella;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Acetobacteraceae	Acetobacteraceae	Acidocella
OTU_189;size_423;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Acetobacteraceae	Acetobacteraceae	Gluconacetobacter
OTU_3443;size_2;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Acetobacteraceae	Acetobacteraceae	Gluconacetobacter
OTU_72;size_1602;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Stella;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Acetobacteraceae	Acetobacteraceae	Stella
OTU_135;size_384;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Stella;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Acetobacteraceae	Acetobacteraceae	Stella
OTU_281;size_251;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Stella;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Acetobacteraceae	Acetobacteraceae	Stella
OTU_343;size_66;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Stella;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Acetobacteraceae	Acetobacteraceae	Stella
OTU_373;size_217;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Stella;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Acetobacteraceae	Acetobacteraceae	Stella
OTU_414;size_105;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Stella;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Acetobacteraceae	Acetobacteraceae	Stella
OTU_615;size_45;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Stella;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Acetobacteraceae	Acetobacteraceae	Stella
OTU_1623;size_18;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Stella;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Acetobacteraceae	Acetobacteraceae	Stella
OTU_2047;size_9;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Stella;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Acetobacteraceae	Acetobacteraceae	Stella
OTU_124;size_392;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_196;size_402;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_318;size_64;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_751;size_66;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_812;size_35;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_937;size_62;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_942;size_28;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_1097;size_11;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_1258;size_17;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_1444;size_10;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_1500;size_78;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_1612;size_5;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_1658;size_5;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_1798;size_6;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_2141;size_5;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_2221;size_3;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_2775;size_2;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_2784;size_2;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_2893;size_6;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_4511;size_2;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_4721;size_2;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_1781;size_6;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Azospirillum
OTU_3672;size_2;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Azospirillum
OTU_1918;size_4;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;Azospirillum lipoferum;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Azospirillum
OTU_1328;size_11;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;Azospirillum lipoferum;Azospirillum sp. B510;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Azospirillum
OTU_1347;size_6;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;Azospirillum lipoferum;Azospirillum sp. B510;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Azospirillum
OTU_2369;size_3;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;Azospirillum lipoferum;Azospirillum sp. B510;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Azospirillum
OTU_2461;size_3;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;Azospirillum lipoferum;Azospirillum sp. B510;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Azospirillum
OTU_2630;size_3;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;Azospirillum lipoferum;Azospirillum sp. B510;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Azospirillum
OTU_4723;size_2;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;Azospirillum lipoferum;Azospirillum sp. B510;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Azospirillum
OTU_485;size_80;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Lacibacterium;Lacibacterium sp. UR7-11;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_3205;size_6;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Lacibacterium;Lacibacterium sp. UR7-11;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Rhodospirillaceae
OTU_1508;size_6;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;Magnetospirillum magneticum;Magnetospirillum magneticum AMB-1;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Magnetospirillum
OTU_3768;size_2;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;Magnetospirillum magneticum;Magnetospirillum magneticum AMB-1;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Magnetospirillum
OTU_82;size_829;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Oceanibaculum;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Oceanibaculum
OTU_3962;size_2;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Oceanibaculum;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Oceanibaculum
OTU_764;size_18;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Telmatospirillum;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Telmatospirillum
OTU_325;size_110;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Telmatospirillum;Telmatospirillum siberiense;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Telmatospirillum
OTU_3923;size_2;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Telmatospirillum;Telmatospirillum siberiense;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	Telmatospirillum
OTU_1421;size_10;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;unclassified Rhodospirillales;Reyranella;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillales	Rhodospirillales	Rhodospirillales
OTU_1589;size_223;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;unclassified Rhodospirillales;Reyranella;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillales	Rhodospirillales	Rhodospirillales
OTU_57;size_2035;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;unclassified Rhodospirillales;Reyranella;Reyranella massiliensis;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillales	Rhodospirillales	Rhodospirillales
OTU_1684;size_7;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;unclassified Rhodospirillales;Reyranella;Reyranella massiliensis;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillales	Rhodospirillales	Rhodospirillales
OTU_2080;size_6;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadales	Sphingomonadales	Sphingomonadales	Sphingomonadales
OTU_2717;size_3;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadales	Sphingomonadales	Sphingomonadales	Sphingomonadales
OTU_31;size_3944;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadales	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae
OTU_68;size_754;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadales	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae
OTU_112;size_748;	"root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadales	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae
