OTUId	sample_S2-D_Psoil-01	sample_S2-P_Ind-10	sample_S2-P_Ind-09	sample_S2-P_Ind-07	sample_S2-P_Ind-06	sample_S2-P_Ind-05	sample_S2-P_Ind-04	sample_S2-P_Ind-03	sample_S2-P_Ind-02	sample_S2-P_Pmax-10	sample_S2-P_Pmax-09	sample_S2-P_Pmax-08	sample_S2-D_Pmax-02	sample_S2-P_Pmax-07	sample_S2-D_Psoil-07	sample_S2-D_Ind-04	sample_S2-D_Ind-01	sample_S2-D_Psoil-02	sample_S2-D_Psoil-03	sample_S2-P_Pmax-02	sample_S2-D_Pmax-10	sample_S2-P_Pmax-01	sample_S2-P_Psoil-09	sample_S2-D_Psoil-06	sample_S2-P_Psoil-06	sample_S2-D_Psoil-10	sample_S2-D_Pmax-01	sample_S2-D_Pmax-03	sample_S2-P_Psoil-02	sample_S2-P_Psoil-01	sample_S2-D_Pmax-05	sample_S2-P_PO4-07	sample_S2-D_Pmax-07	sample_S2-D_Pmax-09	sample_S2-D_Ind-02	sample_S2-D_Ind-03	sample_S2-D_PO4-06	sample_S2-D_PO4-05	sample_S2-D_PO4-04	sample_S2-D_Ind-06	sample_S2-D_Ind-05	sample_S2-D_PO4-02	sample_S2-D_PO4-01	sample_S2-P_PO4-06	sample_S2-D_Ind-10	sample_S2-P_PO4-05	sample_S2-D_Psoil-05	sample_S2-D_Psoil-08	sample_S2-D_Psoil-09	sample_S2-D_Pmax-06	sample_S2-P_PO4-04	sample_S2-P_Ind-08	sample_S2-P_Ind-01	sample_S2-P_Pmax-06	sample_S2-P_Pmax-05	sample_S2-P_Pmax-04	sample_S2-P_Pmax-03	sample_S2-D_Psoil-04	sample_S2-P_PO4-10	sample_S2-P_PO4-09	sample_S2-P_Psoil-10	sample_S2-P_Psoil-08	sample_S2-P_PO4-02	sample_S2-P_Psoil-07	sample_S2-P_Psoil-05	sample_S2-P_Psoil-04	sample_S2-P_PO4-01	sample_S2-P_Psoil-03	sample_S2-D_Pmax-04	sample_S2-P_PO4-08	sample_S2-D_Pmax-08	sample_S2-D_PO4-10	sample_S2-D_PO4-09	sample_S2-D_PO4-08	sample_S2-P_PO4-03	sample_S2-D_PO4-07	sample_S2-D_PO4-03	sample_S2-D_Ind-07	sample_S2-D_Ind-09	sample_S2-D_Ind-08
OTU_145;size=754;	301	1	3	2	2	0	1	0	1	10	5	7	10	3	53	1	5	6	0	4	3	5	41	38	23	124	2	15	1	5	9	8	0	1	6	3	3	6	3	1	3	9	4	27	0	29	11	0	0	15	27	0	0	6	1	3	25	12	37	9	5	44	46	35	0	1	12	2	9	17	1	3	2	6	27	4	1	2	6	3
OTU_1365;size=51;	23	0	0	1	0	0	0	1	0	0	0	0	10	0	33	1	3	10	5	0	0	0	1	21	5	19	5	13	8	6	14	2	4	2	4	1	9	11	14	0	2	13	9	12	1	9	134	0	0	12	8	1	0	1	4	0	0	75	3	3	0	0	11	4	0	1	6	0	1	7	1	5	9	11	3	12	17	1	1	0
OTU_946;size=19;	15	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	9	0	1	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
OTU_1048;size=40;	14	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	3	0	1	0	6	11	0	4	0	0	0	0	0	0	0	0	2	3	3	1	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0
OTU_203;size=544;	92	6	3	6	5	2	2	3	2	1	1	5	17	4	33	11	24	1	1	4	17	0	0	51	8	55	22	23	5	0	4	2	11	8	15	19	8	5	8	7	14	8	6	5	12	1	60	16	26	16	11	3	2	7	8	1	2	18	8	1	1	5	1	6	9	2	14	3	5	5	6	1	6	2	3	5	5	1	12	8
OTU_2327;size=190;	53	2	4	14	15	19	6	11	4	5	4	2	5	7	42	4	33	11	4	2	32	1	28	28	15	23	38	14	7	2	10	1	24	19	13	19	12	9	7	4	10	16	12	17	6	19	41	16	33	12	12	12	14	5	9	0	8	26	14	15	6	19	23	17	6	2	8	1	5	19	10	7	8	15	11	9	20	5	11	5
OTU_220;size=263;	116	0	0	0	0	0	0	0	0	0	0	0	7	2	23	3	12	0	0	2	0	0	0	37	1	5	0	11	0	1	13	0	0	3	4	6	3	0	1	0	5	1	0	6	1	7	2	17	48	7	3	0	0	0	0	0	4	0	9	3	0	2	0	0	7	5	1	2	3	2	2	1	0	1	3	4	3	2	5	1
OTU_4063;size=4;	20	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	6	1	0	0	2	0	0	5	0	6	1	1	0	0	1	0	0	1	1	2	0	1	2	3	4	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1
OTU_379;size=148;	9	0	3	0	1	0	0	2	0	2	1	2	2	0	3	5	9	2	5	1	1	0	7	9	1	1	2	9	1	7	6	0	0	2	6	7	0	0	0	1	3	1	0	1	4	1	5	17	42	8	0	0	2	2	2	2	0	4	2	1	2	1	4	0	0	1	4	1	3	0	0	0	0	0	0	0	0	2	8	3
OTU_249;size=183;	194	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	11	0	0	0	0	0	0	14	0	23	0	1	0	0	2	0	0	0	1	1	0	3	1	2	2	1	0	0	5	0	0	1	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	5	0
OTU_24;size=3504;	172	77	62	127	206	135	90	203	68	8	9	10	1	14	1	207	530	0	0	1	1	1	2	0	23	40	0	0	1	23	1	3	1	2	151	243	20	8	14	103	232	18	10	18	221	20	0	0	0	0	8	118	150	12	0	0	0	0	9	3	1	4	5	9	26	0	4	0	0	4	2	13	12	5	19	7	10	68	341	170
OTU_907;size=20;	4	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_209;size=459;	141	1	1	4	5	2	1	2	1	1	3	2	25	2	9	3	9	13	0	4	1	1	26	28	13	33	1	33	1	14	13	1	4	1	6	14	1	1	2	3	6	3	4	3	2	5	33	42	66	34	8	2	2	3	2	1	9	22	7	1	18	10	8	18	11	6	9	1	9	7	0	1	1	3	2	0	3	3	6	1
OTU_164;size=627;	89	2	1	5	13	21	5	12	4	22	8	12	19	4	20	12	32	12	1	2	9	7	5	34	25	22	18	34	46	155	17	0	5	16	17	12	1	5	2	1	14	56	2	3	14	1	77	54	101	18	0	9	20	24	3	1	24	17	6	0	55	6	6	17	8	16	1	97	10	1	7	0	1	6	0	3	3	4	8	6
OTU_557;size=79;	29	0	0	0	0	0	0	0	0	0	0	0	3	2	15	1	3	1	0	0	2	0	0	6	0	10	1	3	0	0	1	0	0	2	1	3	1	2	2	2	3	1	0	0	2	2	0	3	6	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	2	1	1	2	1
OTU_2484;size=33;	28	5	5	3	7	3	2	3	4	16	12	14	39	28	6	13	58	6	2	9	8	5	4	9	3	7	11	73	2	1	44	1	3	7	22	23	0	3	0	15	25	1	3	1	23	1	14	1	5	55	1	3	6	20	29	31	39	2	0	0	0	3	1	2	0	3	0	0	8	3	8	1	3	4	0	3	3	13	45	21
OTU_708;size=40;	20	0	0	0	1	0	1	0	0	1	0	1	1	0	4	0	1	1	0	0	2	0	0	21	0	6	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_57;size=2250;	81	7	6	17	26	17	18	20	9	30	11	15	31	15	91	35	141	7	2	18	131	14	23	42	16	23	201	35	43	5	27	18	91	94	53	82	58	52	32	28	56	44	33	36	51	35	31	7	15	40	50	17	13	31	25	2	22	29	27	23	12	11	45	4	18	14	16	15	11	35	46	21	34	34	49	37	37	16	81	32
OTU_323;size=167;	34	4	0	7	9	4	2	6	0	5	5	3	4	2	2	1	2	4	0	0	0	0	11	3	4	26	0	5	0	6	1	2	0	0	2	1	0	1	0	0	1	0	0	0	5	3	8	0	2	3	3	1	6	8	0	2	4	5	3	0	1	13	6	3	3	2	1	4	0	2	0	0	0	0	0	0	1	0	4	0
OTU_372;size=97;	18	0	1	1	0	0	0	0	0	3	5	1	1	0	0	2	2	4	1	1	0	2	45	0	0	0	0	4	2	0	4	0	0	0	0	1	0	2	1	0	0	1	1	3	0	2	0	0	0	4	1	0	0	3	0	0	4	0	4	4	0	6	1	0	0	0	3	0	1	0	1	0	1	0	7	0	0	0	2	0
OTU_678;size=136;	26	0	0	0	0	0	1	0	0	0	0	1	3	1	21	1	1	3	0	0	0	0	1	15	6	10	0	6	2	2	1	0	1	0	0	0	2	0	1	0	0	1	0	0	1	0	14	6	17	1	0	0	0	2	1	0	0	10	0	0	2	7	1	1	2	3	0	5	2	0	0	1	1	0	0	1	0	0	1	1
OTU_1726;size=7;	4	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_547;size=109;	27	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	16	2	0	0	0	30	27	1	1	0	3	0	6	6	1	0	0	0	0	1	0	2	0	0	0	1	1	0	3	1	1	2	10	0	0	0	0	1	1	1	12	3	2	0	0	1	0	0	0	3	0	1	2	1	0	0	2	2	0	3	0	0	0
OTU_223;size=911;	27	6	5	8	6	10	2	15	4	12	6	7	25	5	118	8	31	30	7	0	4	4	0	63	0	15	5	52	17	9	27	4	3	2	10	20	12	14	15	9	9	14	10	6	15	2	117	15	21	44	0	5	8	8	10	3	2	100	0	2	13	2	2	0	4	1	1	20	14	1	3	12	12	7	10	9	7	3	20	8
OTU_64;size=2155;	4	4	6	12	13	15	6	18	7	52	24	16	21	31	60	1	11	108	20	29	1	14	68	63	52	3	2	35	49	25	26	22	3	3	15	7	22	30	30	0	6	26	19	67	5	88	220	0	0	31	97	9	14	41	30	18	58	178	85	43	5	68	91	46	64	29	54	58	15	106	0	12	23	20	91	13	24	1	7	2
OTU_62;size=2354;	182	1	3	3	4	2	7	2	0	54	11	27	52	24	23	13	22	8	0	20	12	11	21	31	87	55	21	91	54	54	57	0	19	18	20	8	0	2	0	7	15	20	0	3	12	1	135	376	727	85	0	1	5	36	23	11	35	33	0	0	58	22	0	60	51	46	0	160	20	2	12	0	1	2	4	1	0	1	13	6
OTU_883;size=35;	12	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	1	0	0	0	6	0	0	2	0	0	0	1	2	1	0	0	0	3	2	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0
OTU_751;size=53;	17	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	5	5	5	3	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	5	1	1	0	0	0	0	0	0	0	0	6	0	0	2	1	0	11	2	0	0	4	0	1	0	0	0	2	1	0	0	0	0	0
OTU_4014;size=12;	140	4	0	2	9	5	0	5	2	1	1	1	7	2	2	14	52	2	0	3	4	2	1	2	0	64	13	3	1	13	3	0	12	15	18	18	4	1	3	6	15	4	1	0	18	2	10	6	15	3	5	3	0	0	10	0	6	5	0	1	3	3	4	2	2	6	0	0	4	1	9	2	4	7	0	4	4	5	33	10
OTU_49;size=5355;	86	97	61	112	189	155	86	246	102	48	19	20	34	13	44	97	321	10	10	5	116	14	26	18	34	52	138	65	35	27	24	17	97	79	128	184	39	36	43	59	125	42	37	46	112	39	51	45	81	40	31	118	148	42	23	9	22	20	42	18	14	24	40	33	22	9	17	34	14	31	35	25	26	25	18	29	40	37	191	78
OTU_1894;size=74;	53	59	32	53	133	101	59	100	59	77	65	60	71	84	37	47	146	16	0	34	32	35	24	18	19	15	53	166	32	15	98	19	27	32	70	86	36	39	29	23	65	64	28	177	72	128	66	5	6	123	139	72	79	67	68	51	111	35	115	75	24	84	134	17	6	8	70	30	56	105	12	37	34	26	145	19	40	17	99	38
OTU_338;size=111;	13	0	0	0	0	0	0	0	0	0	0	0	9	0	2	8	16	2	0	0	6	0	0	16	0	0	6	9	0	0	8	0	4	7	8	3	5	1	0	2	9	0	1	0	5	0	15	1	2	5	0	0	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	3	13	6
OTU_105;size=748;	3	5	3	14	17	16	3	24	8	28	13	18	5	33	0	0	0	2	0	19	0	11	10	0	29	2	0	2	28	138	2	2	0	2	4	0	0	0	0	0	1	31	0	1	0	21	32	0	0	3	16	6	17	37	13	15	38	17	4	4	115	19	2	26	13	29	0	88	0	2	0	0	0	0	8	0	0	0	0	1
OTU_483;size=111;	8	4	0	7	15	11	2	12	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	1	5	0	0	4	10	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97;size=822;	20	0	0	0	1	0	0	0	0	0	0	0	33	7	84	21	78	1	1	0	58	0	0	11	0	3	96	43	5	0	23	0	66	57	25	45	16	13	14	10	23	20	8	0	30	0	3	6	6	43	0	0	0	1	0	0	3	6	0	0	3	0	1	0	11	0	0	1	18	0	35	16	16	14	0	13	18	7	45	16
OTU_641;size=40;	2	0	2	0	0	0	0	0	0	3	3	0	3	0	4	0	1	1	0	0	2	1	0	0	0	1	0	5	0	0	3	0	0	0	0	0	0	3	0	0	0	1	1	0	1	2	3	1	0	3	0	0	0	3	1	0	0	11	0	0	0	1	0	0	0	0	4	0	0	0	0	0	1	2	0	1	0	0	0	0
OTU_752;size=44;	36	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	5	3	0	0	2	3	1	0	1	1	1	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	0	0	0	0	0	0	0	0	0	1	0	3	1	0	1	1	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_491;size=69;	3	1	0	3	9	4	3	4	3	4	3	3	2	1	3	0	1	3	0	1	0	1	1	1	3	0	0	4	2	4	5	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	5	0	0	7	1	3	2	0	0	0	0	2	1	0	2	3	4	0	1	2	0	2	4	0	0	0	0	1	1	0	0	0	0	0
OTU_1764;size=14;	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	3	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	2	2	3	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
OTU_151;size=1065;	168	3	7	4	7	5	2	6	3	43	22	21	13	11	70	3	8	24	1	5	0	19	155	97	79	74	0	27	8	1	15	27	0	0	12	2	7	6	6	3	5	9	8	71	5	70	25	0	0	32	72	4	3	39	22	10	38	16	65	12	2	88	94	51	21	5	35	3	8	66	0	4	3	2	57	2	5	0	3	5
OTU_1157;size=25;	24	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
OTU_797;size=51;	7	1	0	0	0	0	0	0	0	1	0	1	2	0	3	0	0	1	0	0	0	0	1	24	1	0	0	0	0	9	1	0	0	0	0	0	1	0	0	0	0	2	0	2	1	0	5	0	0	3	0	0	2	0	0	0	0	4	1	0	14	1	2	0	1	3	0	2	0	4	0	0	0	0	0	0	1	0	0	0
OTU_185;size=681;	312	0	1	0	1	0	0	1	0	2	2	3	7	3	107	6	15	0	3	2	0	2	9	118	11	68	2	21	1	0	16	2	1	0	11	13	7	5	5	3	10	5	4	13	3	15	12	0	0	15	8	0	0	1	2	2	9	4	22	7	0	13	32	8	1	4	9	0	4	16	0	4	6	5	16	6	6	2	11	5
OTU_1954;size=96;	57	35	35	19	60	46	13	54	4	27	5	6	0	0	1	10	32	0	0	3	1	3	17	0	14	5	1	0	3	1	0	3	0	0	3	1	11	6	9	1	12	3	3	25	10	16	0	0	0	0	21	35	45	7	0	0	3	0	20	8	2	9	0	2	41	0	13	1	0	7	0	15	11	7	21	3	6	2	10	5
OTU_67;size=1388;	229	7	4	4	11	6	2	3	1	15	11	16	40	46	49	3	19	1	0	28	1	7	27	77	0	185	3	72	26	26	44	10	0	0	6	8	6	7	4	2	6	9	1	13	5	14	1	2	2	47	28	5	2	26	67	33	103	1	19	5	57	37	17	0	131	108	15	24	13	15	0	4	3	1	23	5	6	1	9	10
OTU_27;size=5901;	78	48	43	57	112	99	50	109	50	111	77	92	82	263	47	38	165	25	4	223	35	52	34	62	38	33	39	143	34	41	120	28	21	30	86	79	35	35	21	33	50	54	23	161	61	136	101	4	1	140	127	58	87	101	360	209	570	45	170	80	39	62	138	26	8	22	107	19	37	90	15	26	25	28	117	28	30	25	92	44
OTU_100;size=939;	138	9	3	11	12	14	7	21	5	18	4	17	2	3	33	14	78	10	2	0	41	2	6	40	1	7	52	17	12	2	8	2	47	34	27	33	19	30	13	9	26	12	14	11	22	8	17	3	6	9	16	14	8	10	4	0	0	3	12	7	8	2	26	5	7	6	10	10	1	10	20	12	13	9	18	15	15	4	40	15
OTU_91;size=1212;	179	3	2	6	10	6	5	6	2	12	4	6	28	9	88	2	11	44	12	12	0	1	15	121	69	95	1	46	4	34	54	6	0	1	11	3	3	3	19	3	7	14	4	34	7	11	61	1	0	49	17	10	5	10	16	14	17	63	33	7	38	24	22	41	12	6	13	5	16	13	4	8	4	4	18	6	6	4	12	2
OTU_195;size=384;	65	0	0	1	0	3	1	0	0	0	0	0	4	0	42	12	25	0	0	0	19	0	0	96	0	40	17	8	5	0	4	1	10	11	12	16	12	10	9	6	11	10	8	0	7	2	4	7	24	8	0	3	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	1	0	5	7	9	4	0	5	11	4	15	4
OTU_228;size=329;	97	5	1	2	3	2	2	6	0	4	3	1	8	0	11	6	14	1	1	2	0	4	17	57	10	42	0	9	2	3	8	2	0	0	5	14	1	0	1	2	8	4	0	8	7	2	25	0	4	18	1	2	1	0	0	1	3	29	9	2	4	9	1	5	10	0	3	5	4	0	0	0	1	0	1	0	0	0	7	1
OTU_2891;size=5;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_341;size=160;	19	2	1	1	4	4	6	3	0	8	7	6	3	4	11	0	1	5	1	8	0	2	8	7	5	9	0	0	0	36	2	0	0	0	4	2	0	0	0	0	0	8	0	2	0	0	0	2	3	3	2	1	5	8	2	9	6	0	0	0	33	10	0	0	4	0	1	6	1	0	0	0	2	0	0	0	0	0	0	0
OTU_155;size=394;	10	0	0	0	0	0	0	0	0	1	1	3	5	0	53	0	3	8	1	1	1	1	11	63	0	1	0	9	5	10	6	5	1	0	1	2	6	9	5	0	0	6	3	19	1	8	95	0	1	5	15	0	0	0	2	0	1	71	9	5	19	5	4	0	2	0	9	0	2	2	0	3	1	1	9	3	11	0	3	0
OTU_3636;size=12;	10	4	3	8	17	10	4	17	4	2	3	2	2	3	2	1	1	4	0	0	0	0	13	0	2	0	0	9	1	4	1	2	0	0	4	2	2	2	1	0	0	3	0	8	0	0	0	0	0	3	2	15	11	2	4	2	2	0	0	3	5	4	0	3	1	0	0	0	0	2	0	1	4	4	3	1	0	0	1	0
OTU_1297;size=365;	8	2	0	0	2	2	0	4	0	8	4	4	0	5	4	4	11	10	2	6	0	3	9	1	0	3	1	6	0	149	1	7	0	0	3	5	2	4	0	1	7	28	1	16	5	10	0	3	10	4	10	1	4	8	5	2	13	0	12	4	58	11	18	0	6	0	6	0	4	9	2	0	1	0	6	0	1	1	15	2
OTU_2914;size=125;	104	36	10	36	87	74	32	54	26	4	3	6	24	1	17	10	34	27	1	2	63	1	27	27	53	108	122	38	26	14	26	0	58	86	14	17	8	6	4	11	16	12	6	7	18	7	8	1	4	14	3	47	58	1	0	0	0	9	9	2	21	5	4	27	5	0	4	66	10	9	40	7	2	7	3	0	5	4	14	12
OTU_694;size=66;	14	0	0	0	1	0	1	1	0	2	0	2	1	0	1	1	1	2	0	0	0	1	3	8	5	4	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	3	0	3	1	0	6	0	1	3	0	0	1	0	0	0	1	15	0	1	7	4	2	4	2	2	1	4	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1379;size=11;	3	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2480;size=4;	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2;size=36918;	420	296	185	369	656	573	357	704	275	842	404	533	729	643	9	628	1737	106	19	598	184	237	163	112	275	179	285	1350	108	585	955	240	177	129	876	1232	136	128	128	392	863	293	102	1125	665	878	110	1	3	1054	861	494	498	798	881	603	1295	140	826	419	710	164	966	155	105	112	686	170	321	604	95	89	88	94	792	84	112	247	950	554
OTU_358;size=139;	75	0	0	0	2	0	0	0	0	3	0	0	0	0	2	1	10	1	0	0	0	0	0	2	0	8	0	4	1	0	2	1	0	0	1	3	2	1	1	1	3	1	1	17	4	13	0	0	0	1	13	0	0	1	0	0	0	0	6	5	0	0	12	0	0	0	14	0	0	12	0	0	1	1	8	0	3	1	2	3
OTU_858;size=41;	12	0	0	1	3	3	0	1	0	0	0	2	2	0	1	0	1	0	0	0	1	0	1	5	0	3	1	3	0	4	1	0	0	0	0	1	0	4	0	1	0	1	0	0	0	2	3	1	2	0	0	3	0	0	1	0	0	4	0	1	7	2	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU_548;size=253;	18	2	3	4	4	8	3	4	5	17	5	2	6	3	26	8	26	6	2	1	43	4	4	46	11	11	89	14	7	13	7	4	36	39	7	13	14	15	23	2	10	15	16	3	20	4	46	8	21	9	12	5	3	8	5	1	1	25	8	2	2	14	0	12	2	4	5	9	6	7	23	19	11	9	7	13	11	1	16	9
OTU_782;size=52;	6	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	5	1	2	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	6	0	1	1	0	1	3	1	3	0	4	3	0	0	9	3	1	0	0	0	0	1	2	5	0	0	1	0	0	0	0	0	1	0
OTU_286;size=342;	28	0	6	0	0	0	0	0	0	19	10	5	5	3	5	1	5	1	3	1	4	7	3	0	13	11	4	16	7	9	11	0	8	2	6	6	0	0	0	1	2	5	1	0	1	0	25	2	8	13	0	0	0	30	7	8	6	3	0	0	8	3	0	17	11	2	0	6	5	0	6	0	0	0	0	0	0	0	6	2
OTU_351;size=108;	19	0	0	0	0	0	1	0	0	4	0	1	2	0	8	0	0	1	0	1	0	3	5	16	9	1	0	2	0	5	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	9	0	2	4	2	0	0	1	0	0	0	12	2	0	14	4	1	9	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU_463;size=78;	3	3	2	1	6	2	1	5	0	0	0	0	0	0	2	1	4	0	1	0	0	0	0	6	0	9	0	4	0	0	3	0	0	0	0	1	1	4	0	0	1	3	1	5	1	1	0	2	9	3	3	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	2	0	1	3	2	3	2	3	2	1	2	0	4	2
OTU_452;size=135;	25	2	0	1	5	2	5	2	3	0	0	0	1	0	9	2	2	1	0	0	0	0	3	9	8	2	0	10	0	3	1	0	0	0	1	2	0	0	1	2	1	2	0	0	2	0	48	5	16	4	1	4	0	0	2	0	0	5	3	0	0	0	2	3	1	2	0	0	1	0	0	0	0	0	3	1	1	0	3	2
OTU_437;size=254;	24	0	1	3	1	1	0	0	1	1	3	3	2	0	39	0	4	4	0	0	0	0	20	16	13	5	0	4	5	10	1	12	0	1	1	1	2	2	3	0	2	7	0	6	0	16	8	2	2	3	9	5	2	1	1	2	10	21	24	0	11	9	20	4	3	9	8	17	4	20	0	0	0	1	13	1	2	0	2	1
OTU_12;size=7204;	5	0	0	1	1	0	0	0	0	0	0	0	556	1	29	124	406	2	1	0	431	0	0	39	0	4	607	1090	42	0	683	13	283	356	150	216	129	138	125	64	147	139	81	1	140	0	9	75	105	848	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	3	1	302	3	182	87	101	80	0	75	112	35	253	106
OTU_661;size=49;	9	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	2	2	10	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	8	0	0	0	0	3	0	2	0	3	1	1	4	1	5	1	0	8	1	1	0	1	1	0	7	0	0	0	1	5	0	0	0	0	0
OTU_1002;size=56;	42	0	0	1	3	2	1	6	2	1	1	0	3	0	15	4	4	0	0	0	0	0	6	0	3	16	0	5	0	10	1	0	0	0	0	5	0	1	0	2	3	4	0	10	2	0	0	0	0	2	4	4	0	0	2	0	0	0	14	2	4	1	4	2	2	0	0	0	1	1	0	0	1	1	6	1	1	1	3	1
OTU_111;size=730;	8	0	3	1	2	3	1	2	3	5	2	5	4	1	4	51	188	1	0	1	4	2	1	3	0	7	5	11	5	3	5	0	6	1	57	113	4	7	5	31	61	9	3	13	63	8	8	1	2	8	4	3	5	7	0	0	3	2	17	8	0	1	10	0	1	2	13	0	9	6	1	2	8	1	5	2	2	20	102	49
OTU_281;size=171;	12	0	1	0	1	0	0	0	0	3	0	2	3	2	5	0	4	2	1	3	0	0	5	5	3	5	0	3	2	45	4	1	0	0	1	0	0	2	1	1	1	11	1	6	0	2	6	2	3	2	2	1	0	3	3	1	4	5	4	1	46	6	8	4	2	2	1	10	1	4	0	0	0	0	3	0	1	0	0	2
