OTUId	sample_S2-D_Psoil-01	sample_S2-P_Ind-10	sample_S2-P_Ind-09	sample_S2-P_Ind-07	sample_S2-P_Ind-06	sample_S2-P_Ind-05	sample_S2-P_Ind-04	sample_S2-P_Ind-03	sample_S2-P_Ind-02	sample_S2-P_Pmax-10	sample_S2-P_Pmax-09	sample_S2-P_Pmax-08	sample_S2-D_Pmax-02	sample_S2-P_Pmax-07	sample_S2-D_Psoil-07	sample_S2-D_Ind-04	sample_S2-D_Ind-01	sample_S2-D_Psoil-02	sample_S2-D_Psoil-03	sample_S2-P_Pmax-02	sample_S2-D_Pmax-10	sample_S2-P_Pmax-01	sample_S2-P_Psoil-09	sample_S2-D_Psoil-06	sample_S2-P_Psoil-06	sample_S2-D_Psoil-10	sample_S2-D_Pmax-01	sample_S2-D_Pmax-03	sample_S2-P_Psoil-02	sample_S2-P_Psoil-01	sample_S2-D_Pmax-05	sample_S2-P_PO4-07	sample_S2-D_Pmax-07	sample_S2-D_Pmax-09	sample_S2-D_Ind-02	sample_S2-D_Ind-03	sample_S2-D_PO4-06	sample_S2-D_PO4-05	sample_S2-D_PO4-04	sample_S2-D_Ind-06	sample_S2-D_Ind-05	sample_S2-D_PO4-02	sample_S2-D_PO4-01	sample_S2-P_PO4-06	sample_S2-D_Ind-10	sample_S2-P_PO4-05	sample_S2-D_Psoil-05	sample_S2-D_Psoil-08	sample_S2-D_Psoil-09	sample_S2-D_Pmax-06	sample_S2-P_PO4-04	sample_S2-P_Ind-08	sample_S2-P_Ind-01	sample_S2-P_Pmax-06	sample_S2-P_Pmax-05	sample_S2-P_Pmax-04	sample_S2-P_Pmax-03	sample_S2-D_Psoil-04	sample_S2-P_PO4-10	sample_S2-P_PO4-09	sample_S2-P_Psoil-10	sample_S2-P_Psoil-08	sample_S2-P_PO4-02	sample_S2-P_Psoil-07	sample_S2-P_Psoil-05	sample_S2-P_Psoil-04	sample_S2-P_PO4-01	sample_S2-P_Psoil-03	sample_S2-D_Pmax-04	sample_S2-P_PO4-08	sample_S2-D_Pmax-08	sample_S2-D_PO4-10	sample_S2-D_PO4-09	sample_S2-D_PO4-08	sample_S2-P_PO4-03	sample_S2-D_PO4-07	sample_S2-D_PO4-03	sample_S2-D_Ind-07	sample_S2-D_Ind-09	sample_S2-D_Ind-08
OTU_5895;size=55;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	14	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	3	0	0	0	0	0	1	0	1	1	0	0	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_509;size=107;	2	1	0	3	11	4	3	6	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	13	0	3	0	0	0	0	2	9	3	0	0	0	0	0	6	1	0	0	1	0	4	0	8	0	0	3	0	0	1	0	6	0	0	0	0	0
OTU_2633;size=23;	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	6	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_937;size=32;	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	1	1	0	0	3	0	0	0	0	2	0	2	1	3	1	1	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0
OTU_3708;size=6;	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_445;size=228;	2	1	1	2	1	1	1	2	0	1	3	1	2	0	3	0	0	1	0	0	5	0	0	3	0	0	16	9	0	0	0	0	12	6	0	0	3	0	1	0	0	1	1	3	0	0	2	10	31	3	3	0	2	3	0	1	0	1	2	0	0	0	4	0	1	0	3	4	0	3	5	0	1	1	4	0	0	0	0	0
OTU_4295;size=1;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6428;size=4;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_4321;size=1;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3051;size=14;	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_656;size=152;	1	0	2	0	0	2	0	4	1	1	3	2	0	1	0	0	0	0	0	0	2	0	4	0	12	0	0	0	4	5	0	1	0	0	2	0	0	0	0	0	1	1	0	4	0	4	0	0	0	0	1	2	1	7	5	3	4	0	5	0	6	5	5	8	5	4	2	5	0	3	0	0	0	0	4	0	0	0	1	0
OTU_9779;size=1;	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4299;size=5;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_4294;size=1;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4318;size=3;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1738;size=13;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1327;size=34;	1	0	0	0	0	1	0	3	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_827;size=41;	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	1	15	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0
OTU_4327;size=3;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1442;size=22;	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	8	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_4317;size=2;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_377;size=280;	1	0	0	0	0	0	0	0	0	0	0	1	8	1	23	1	5	1	0	0	2	0	0	22	0	0	2	7	0	0	9	0	4	3	3	4	0	5	5	0	1	1	1	0	2	0	0	44	99	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	4	0	0	1	1	2	2
OTU_2949;size=4;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_3280;size=4;	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2310;size=176;	2	0	0	0	2	0	0	0	0	0	0	0	1	0	7	0	12	0	0	1	9	0	0	7	0	0	13	0	0	0	3	0	8	12	7	3	1	5	4	1	5	2	3	0	5	0	13	6	5	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	4	1	10	4
OTU_3187;size=2;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7454;size=2;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_450;size=164;	1	7	2	0	2	4	1	5	2	2	0	4	0	2	0	3	13	1	0	0	3	0	0	0	0	2	3	0	1	0	0	0	1	0	2	8	0	3	0	2	2	1	2	1	7	2	0	1	7	4	10	4	8	5	0	1	5	3	0	1	0	0	1	0	0	0	2	0	0	1	0	0	2	1	3	0	0	1	11	4
OTU_2714;size=63;	1	2	0	1	4	1	0	1	2	6	4	2	0	0	0	0	1	0	0	0	0	1	3	0	11	0	0	0	0	2	0	2	0	0	1	0	0	0	1	0	0	0	0	13	0	1	0	1	4	0	8	5	0	4	3	2	11	0	10	2	4	1	2	4	1	1	1	0	0	6	0	0	0	0	2	0	0	0	0	0
OTU_4290;size=3;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1962;size=10;	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_5319;size=4;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_5316;size=134;	1	1	0	1	1	4	1	3	1	1	0	1	6	0	1	7	27	19	6	0	7	0	23	6	0	1	8	15	5	1	3	2	2	8	8	10	13	4	3	2	12	10	4	4	8	6	2	0	2	11	0	1	0	1	0	1	1	1	20	1	0	2	2	2	1	0	0	2	3	7	1	10	8	3	1	7	7	0	4	6
OTU_4911;size=24;	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
OTU_6286;size=39;	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	13	0	0	1	1	2	0	0	0	0	0	0	1	1	0	1	0	1	3	0	0	1	1	4	0	8	12	0	0	2	2	0	0	0	0	0	4	1	0	13	4	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	3	1
OTU_780;size=92;	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1	5	0	1	1	0	0	2	0	0	0	1	0	2	1	1	1	2	0	0	0	4	2	3	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1
OTU_3165;size=3;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4307;size=3;	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1853;size=13;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4296;size=2;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1220;size=22;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0
OTU_4297;size=1;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3270;size=2;	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_408;size=137;	1	0	0	0	0	0	0	0	0	3	0	0	1	1	6	0	3	0	0	0	0	0	3	23	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	41	0	0	2	0	0	0	0	0	0	0	37	1	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
OTU_1570;size=21;	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5478;size=48;	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	10	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4292;size=3;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4291;size=1;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_885;size=40;	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	1	1	0	0	0	0	11	0	0	2	0	0	1	2	2	0	0	0	0	2	0	0	0	1	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0
OTU_1619;size=11;	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0
OTU_4289;size=59;	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_763;size=66;	1	0	0	0	0	0	1	3	0	2	1	1	0	0	0	0	1	4	0	1	0	0	4	1	2	0	0	2	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	5	1	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6325;size=3;	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2057;size=15;	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1105;size=62;	1	0	0	0	0	0	0	7	0	4	0	0	0	2	2	1	4	0	0	0	1	2	0	0	0	0	2	3	0	0	1	0	0	0	2	3	1	0	0	0	0	3	0	0	4	0	3	0	0	2	0	0	0	2	1	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3
OTU_4398;size=2;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_943;size=33;	1	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	2	0	0	0	1	0	0	0	0	1	0	2	1	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1671;size=14;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0
OTU_1788;size=26;	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	2	0	0	0	1	1	0	2	0	0	0	0	2	0	0	0	0	0
OTU_6859;size=17;	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	1	0	0	0	0	0	2	0	0	0	1	2	4	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0
OTU_4315;size=2;	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1230;size=105;	1	2	1	2	0	2	0	3	2	0	3	0	1	0	1	0	4	0	0	0	0	0	1	3	1	0	0	0	2	7	1	1	0	0	0	1	0	0	0	1	0	5	0	1	3	0	0	1	7	2	0	0	4	4	0	0	3	3	0	0	6	2	7	1	0	2	3	4	0	0	0	0	0	0	0	1	1	0	0	2
OTU_1491;size=11;	1	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2647;size=12;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2087;size=18;	1	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	2	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
OTU_502;size=78;	2	3	0	4	1	2	3	4	3	0	1	0	0	0	2	1	3	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	2	1	1	0	1	1	1	0	5	1	0	0	0	0	0	1	8	3	4	0	0	1	0	0	0	1	0	0	1	2	1	0	0	0	1	0	0	1	2	2	1	2	1	1	0
OTU_4401;size=72;	1	0	2	0	4	1	3	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	3	0	3	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1243;size=34;	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	3	0	1	1	0	1	0	0	0	1	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0
OTU_4402;size=45;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1095;size=32;	1	1	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	2	2	0	1	0	8	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_418;size=171;	1	1	0	1	0	0	1	2	2	6	0	0	1	3	0	0	1	0	0	0	0	0	13	0	10	11	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	7	6	0	0	1	2	1	2	1	0	0	0	8	3	4	0	9	2	10	4	14	5	0	0	6	0	0	0	0	5	0	0	0	0	0
OTU_4396;size=3;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4325;size=5;	2	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1531;size=15;	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
