OTUId	sample_S2-D_Psoil-01	sample_S2-D_Psoil-02	sample_S2-D_Psoil-03	sample_S2-D_Psoil-04	sample_S2-D_Psoil-05	sample_S2-D_Psoil-07	sample_S2-D_Psoil-08	sample_S2-D_Psoil-09	sample_S2-D_Psoil-10	sample_S2-P_PO4-02	sample_S2-D_Pmax-01	sample_S2-D_Pmax-02	sample_S2-D_Pmax-04	sample_S2-D_Pmax-06	sample_S2-D_Pmax-08	sample_S2-D_Pmax-10	sample_S2-P_PO4-04	sample_S2-D_Ind-02	sample_S2-D_Ind-03	sample_S2-D_Ind-04	sample_S2-D_Ind-05	sample_S2-D_Ind-07	sample_S2-D_Ind-08	sample_S2-D_Ind-10	sample_S2-P_PO4-05	sample_S2-P_PO4-06	sample_S2-D_PO4-01	sample_S2-D_PO4-04	sample_S2-D_PO4-06	sample_S2-D_PO4-09	sample_S2-D_PO4-10	sample_S2-P_PO4-07	sample_S2-P_Psoil-04	sample_S2-P_Psoil-05	sample_S2-P_Psoil-09	sample_S2-P_Psoil-10	sample_S2-P_PO4-09	sample_S2-P_Ind-07	sample_S2-P_Ind-10	sample_S2-P_Pmax-02	sample_S2-P_Pmax-04	sample_S2-P_Pmax-05	sample_S2-P_Pmax-06	sample_S2-P_Pmax-07	sample_S2-P_Pmax-10	sample_S2-P_Ind-01	sample_S2-P_Ind-03	sample_S2-P_Ind-04	sample_S2-P_Ind-05	sample_S2-P_Psoil-06	sample_S2-P_Psoil-07	sample_S2-P_Psoil-08	sample_S2-P_PO4-10	sample_S2-P_Pmax-01	sample_S2-P_Pmax-03	sample_S2-P_Pmax-08	sample_S2-P_Pmax-09	sample_S2-P_Ind-02	sample_S2-P_Ind-06	sample_S2-P_Ind-08	sample_S2-P_Ind-09	sample_S2-P_Psoil-02	sample_S2-P_Psoil-03	sample_S2-D_Pmax-09	sample_S2-P_PO4-03	sample_S2-D_Ind-01	sample_S2-D_Ind-06	sample_S2-D_Ind-09	sample_S2-D_PO4-02	sample_S2-D_PO4-03	sample_S2-D_PO4-05	sample_S2-D_PO4-07	sample_S2-D_PO4-08	sample_S2-P_PO4-08	sample_S2-P_Psoil-01	sample_S2-D_Psoil-06	sample_S2-P_PO4-01	sample_S2-D_Pmax-03	sample_S2-D_Pmax-05	sample_S2-D_Pmax-07
OTU_2317;size=784;	269	10	7	93	94	67	43	50	115	63	7	18	18	35	3	5	93	17	13	20	8	12	10	24	42	55	22	20	4	13	10	8	70	41	23	27	16	10	7	11	6	9	22	14	16	7	9	10	3	33	24	37	24	35	22	15	17	3	4	5	10	14	41	3	32	27	15	22	18	15	13	9	20	38	50	54	25	29	26	6
OTU_557;size=364;	15	28	41	44	26	44	0	0	4	2	0	9	3	9	0	2	0	2	0	1	0	1	1	1	0	0	2	1	0	1	2	0	7	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	7	1	2	0	2	0	1	0	1	0	0	0	2	3	0	0	4	6	0	0	0	1	0	2	3	1	65	0	5	8	0
OTU_14911;size=40;	196	4	10	45	30	72	12	20	54	48	21	12	9	18	6	10	39	11	11	9	4	7	6	7	16	15	44	20	11	17	17	2	18	7	29	1	19	34	15	13	7	8	22	11	4	21	12	25	17	10	39	8	9	15	14	1	3	11	24	8	19	8	8	9	7	10	18	5	23	15	12	18	12	24	7	547	26	10	20	19
OTU_20;size=34060;	225	407	523	150	161	195	197	296	205	662	581	152	135	238	418	461	774	746	777	693	290	502	348	571	290	367	418	467	227	271	297	81	417	455	236	61	208	536	341	213	160	154	203	312	295	502	326	413	266	69	535	287	226	526	267	171	243	259	351	236	356	89	334	342	371	802	768	744	427	289	213	261	174	487	92	145	393	187	269	503
OTU_1728;size=52;	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	1	0	1	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	1	0	0	0	1	0	0	0	0	1	2	0
OTU_130;size=4018;	37	84	132	295	132	0	21	26	91	72	4	56	39	71	0	2	85	2	2	6	5	3	3	6	40	33	64	59	4	32	26	11	24	78	8	142	22	1	0	8	3	7	14	15	18	0	0	0	2	18	21	2	29	19	7	14	9	1	1	1	0	13	14	1	61	10	10	2	31	39	20	16	15	73	230	5	57	55	58	4
OTU_2821;size=435;	248	0	2	26	24	13	4	7	80	0	2	15	11	21	5	2	0	22	18	23	7	11	10	11	0	0	17	17	9	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	15	25	17	17	6	7	3	7	0	0	7	0	16	26	6
OTU_54;size=6498;	130	156	232	585	375	198	2	1	260	22	9	28	21	34	8	7	31	37	73	77	28	33	36	50	12	2	16	12	0	3	6	3	198	33	50	71	5	273	126	3	3	3	6	27	35	149	117	157	105	36	95	46	7	47	5	20	14	119	124	109	96	49	196	12	26	74	81	71	8	5	3	1	7	25	71	585	10	33	45	9
OTU_214;size=749;	32	0	1	37	25	16	0	0	41	9	0	1	0	3	0	1	60	4	0	3	2	1	2	1	19	9	4	0	0	2	1	1	26	30	19	2	3	2	5	7	9	10	15	9	3	3	1	8	4	10	44	4	12	16	13	4	4	1	3	3	1	50	29	0	32	3	2	3	1	1	3	1	2	15	0	39	13	3	6	0
OTU_9;size=38164;	73	23	49	16	21	14	36	48	31	353	687	827	699	1075	437	529	300	630	541	566	265	411	323	446	171	224	2211	2076	393	1360	1453	45	8	21	6	4	89	87	46	324	209	170	326	596	679	104	49	70	47	2	6	12	154	1169	327	396	560	48	59	33	41	8	11	384	252	686	557	657	2159	1517	1130	1061	864	202	3	72	159	974	1451	483
OTU_184;size=857;	80	32	40	0	146	151	0	0	56	10	0	5	7	4	0	0	11	0	0	0	0	0	0	0	2	3	8	21	1	2	8	1	42	2	0	5	1	0	1	0	0	3	2	10	13	0	0	0	0	2	0	3	4	2	4	3	3	0	0	0	0	26	62	0	6	0	0	0	11	5	7	2	4	21	0	3	5	7	10	0
OTU_266;size=1027;	51	27	35	19	26	48	5	16	16	12	18	12	21	31	12	8	21	12	19	10	4	16	7	11	5	8	29	16	6	11	18	1	6	3	2	8	8	23	5	2	2	2	2	8	12	12	13	8	7	2	4	18	0	8	4	5	9	5	9	8	2	5	6	10	12	19	26	19	20	14	12	10	6	9	21	23	16	19	34	9
OTU_261;size=682;	5	5	4	0	0	0	0	0	4	11	2	4	3	6	3	0	4	2	2	1	2	1	1	2	1	0	2	4	1	0	1	0	4	0	0	1	0	86	46	0	0	0	2	5	0	76	33	61	38	0	2	1	3	6	1	0	0	30	53	38	40	1	3	1	2	4	4	4	3	0	2	4	0	2	1	0	8	1	5	3
OTU_9517;size=3;	28	0	1	14	7	7	0	2	9	2	8	3	3	1	3	1	0	1	2	0	0	4	1	3	0	0	5	5	1	5	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	1	2	4	2	1	1	2	0	0	8	0	3	4	1
OTU_7;size=60541;	346	335	456	5045	4216	4330	381	631	1053	1335	339	895	804	1209	209	270	1454	220	249	300	100	189	128	246	693	879	840	827	106	440	515	203	265	183	138	266	350	11	10	254	135	138	209	186	203	9	7	13	4	223	412	182	519	291	222	105	184	5	10	3	6	140	258	186	818	316	267	299	772	632	479	419	311	1022	102	2952	696	1033	1496	216
OTU_8099;size=251;	128	25	38	48	32	199	2	3	102	34	8	18	20	26	2	4	22	13	23	29	13	15	18	22	17	14	20	25	4	13	14	3	31	10	28	7	17	24	8	14	20	22	22	5	8	30	12	15	14	0	8	32	17	21	20	7	11	13	21	14	22	41	19	1	17	32	29	23	23	15	6	4	8	33	9	472	21	29	54	3
OTU_8900;size=19;	63	135	214	79	102	51	5	6	82	167	86	139	117	222	59	72	160	79	103	97	35	63	48	67	57	49	29	32	16	16	24	17	103	73	63	57	52	63	47	355	253	222	336	257	256	74	45	48	49	98	161	48	63	503	372	171	212	39	38	35	49	78	130	62	107	94	99	104	36	20	16	21	14	137	59	79	109	162	233	77
OTU_10793;size=158;	21	16	20	11	21	28	5	3	8	29	93	7	6	8	55	48	51	46	68	70	37	43	28	65	12	26	61	58	29	22	41	5	37	5	2	1	9	26	12	13	5	6	7	10	20	24	15	18	6	0	14	3	7	31	8	14	22	10	17	5	11	8	32	58	33	67	54	60	57	40	36	31	30	17	3	16	18	21	22	74
OTU_172;size=1146;	41	10	11	1	2	112	0	0	50	77	0	7	3	6	0	0	94	1	0	0	0	0	0	0	16	25	5	11	0	3	5	14	17	1	16	9	20	3	2	5	5	3	12	8	7	0	0	5	0	2	49	22	16	12	6	8	14	0	0	0	1	5	17	0	42	0	0	1	11	11	1	0	4	54	38	35	26	8	8	0
OTU_16007;size=30;	15	6	2	1	3	0	0	10	0	18	0	1	0	3	0	2	9	1	2	6	3	2	0	2	6	11	5	4	0	0	5	3	2	0	0	26	8	0	0	0	0	0	1	4	2	0	0	1	0	0	1	0	4	7	4	3	1	4	1	1	0	0	0	1	15	5	0	3	6	0	2	1	1	1	43	0	6	0	3	2
OTU_113;size=1738;	53	23	44	29	3	106	21	25	28	18	3	10	5	12	5	1	70	15	36	41	4	25	21	21	18	16	5	5	6	3	4	3	22	25	18	85	12	25	22	36	17	11	25	13	30	17	10	36	8	13	32	28	16	17	30	5	6	17	20	13	13	21	15	2	21	41	34	49	13	3	3	2	6	26	69	82	25	10	10	5
OTU_222;size=1139;	12	8	11	0	3	5	6	3	8	4	9	10	9	9	0	2	0	11	13	17	4	13	9	11	0	0	0	14	0	2	7	1	9	1	2	0	0	94	58	4	2	1	4	3	5	115	66	105	63	4	0	0	1	11	2	0	7	58	92	43	69	3	6	5	0	20	16	20	1	3	2	2	0	6	3	8	0	9	13	3
OTU_2841;size=86;	117	0	0	0	0	1	0	6	2	0	1	0	0	1	0	1	0	2	1	3	2	2	1	2	0	0	0	1	0	0	0	0	3	1	1	0	0	1	0	2	1	0	0	0	2	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	9	0	2	3	0	2	0	0	0	0	0	0	2	0	0	0	0	2
OTU_11915;size=7971;	299	222	352	265	255	285	138	210	294	236	405	150	175	278	190	234	274	258	331	328	124	242	153	264	110	103	350	333	105	258	197	41	102	121	116	48	80	178	105	232	177	154	267	284	292	184	116	145	103	64	101	67	91	529	238	165	257	118	126	109	132	38	102	181	142	370	360	346	333	263	190	169	165	214	49	437	146	212	345	268
OTU_18691;size=58;	557	186	315	124	152	156	213	330	107	428	89	70	61	108	58	64	462	48	73	73	31	39	23	61	178	288	279	217	39	135	166	49	20	15	90	47	99	137	80	49	37	36	69	73	59	125	78	88	64	56	277	90	170	85	66	36	49	65	104	55	74	130	25	51	230	90	63	56	246	159	125	111	80	318	206	152	217	76	147	92
OTU_3482;size=407;	6	29	55	14	17	13	0	0	12	32	3	5	7	9	0	0	48	0	0	1	0	0	1	1	18	16	13	6	0	3	2	5	20	6	2	20	11	0	0	3	5	5	12	10	20	0	0	1	0	7	3	4	28	25	14	4	14	0	0	0	0	3	16	0	19	0	0	0	3	3	4	2	0	33	44	0	19	6	5	2
OTU_61;size=11093;	176	88	131	177	137	193	45	71	101	90	4	45	23	50	5	4	91	42	28	39	11	27	22	39	29	67	33	49	14	26	20	9	248	33	21	20	29	12	10	64	44	36	65	125	146	16	11	14	12	671	21	7	25	248	86	82	92	9	15	12	19	368	224	5	55	45	41	32	35	29	24	20	9	48	36	165	44	52	64	6
OTU_91;size=3608;	348	32	44	0	8	8	35	88	432	22	12	116	62	106	8	5	40	56	57	86	38	35	45	66	13	10	49	41	17	40	22	3	3	1	51	11	1	20	8	14	4	6	18	21	19	18	14	15	11	5	19	25	7	55	5	18	25	9	7	8	4	11	3	4	11	86	71	77	44	46	21	24	10	11	19	86	3	94	144	9
OTU_8071;size=1;	3	0	0	0	0	0	3	2	0	0	0	0	0	0	0	4	0	1	2	4	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OTU_6308;size=60;	2	0	0	0	0	76	0	0	0	0	1	0	0	0	0	0	0	2	2	6	1	3	2	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	5	2	12	5	4	4	1	0	0	3	0	0	0	0	0
OTU_256;size=2296;	16	37	57	35	100	70	43	73	16	23	7	30	21	35	1	5	37	3	2	3	1	4	1	6	19	15	25	23	0	6	11	2	0	13	12	0	16	0	0	5	1	0	2	0	0	0	0	0	0	44	13	12	7	3	3	0	1	0	0	0	0	0	0	2	20	2	2	2	14	9	9	8	3	28	1	27	7	32	32	2
OTU_13615;size=398;	158	11	13	52	49	100	43	53	68	43	73	13	11	32	52	35	65	26	23	42	20	36	12	38	29	25	86	77	12	53	49	5	56	17	10	28	21	37	28	49	25	33	47	84	87	38	28	44	29	19	45	22	16	150	61	50	72	18	32	18	22	19	48	32	41	34	24	36	71	46	58	33	32	40	45	70	41	26	39	48
OTU_16679;size=5;	49	126	181	46	10	121	12	15	19	21	189	54	31	81	105	106	33	65	76	61	33	75	41	55	9	12	71	55	23	43	37	4	3	3	3	0	2	5	0	246	192	125	235	13	7	3	2	2	0	3	0	1	7	14	234	2	8	2	2	2	1	1	5	77	8	81	66	70	81	43	41	43	26	26	10	286	4	60	96	135
OTU_124;size=2198;	16	721	1143	3	0	0	0	0	0	0	8	30	17	51	2	2	0	8	10	11	3	10	9	9	0	0	5	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	15	11	17	2	2	1	0	0	0	0	0	0	31	49	2
OTU_12142;size=9;	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	2	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8125;size=14;	10	0	0	26	32	86	157	261	4	12	10	18	15	37	6	6	29	12	11	12	12	8	5	13	1	6	34	35	6	18	18	0	0	1	1	9	3	0	0	3	1	0	4	1	1	2	0	0	0	0	0	0	2	9	2	4	3	1	2	0	2	0	0	7	6	13	16	10	33	30	17	8	7	8	18	18	6	36	51	6
OTU_203;size=1536;	69	28	23	18	36	109	25	36	23	42	5	8	8	6	3	3	37	17	10	16	1	8	8	4	18	68	9	26	3	7	12	9	39	17	11	35	15	14	8	24	18	10	12	16	24	9	4	5	8	35	19	8	35	36	35	16	12	2	4	4	4	36	23	1	19	15	6	7	18	19	9	8	7	43	50	29	39	8	14	2
OTU_144;size=3181;	65	9	10	135	19	153	231	383	22	133	12	42	35	75	8	6	116	6	7	5	2	2	3	0	58	47	62	48	1	18	29	7	8	35	36	34	43	0	0	18	5	4	15	24	17	3	0	1	0	18	2	15	28	46	18	4	13	0	0	0	0	64	7	4	70	4	7	12	43	39	23	27	17	65	17	11	47	62	73	8
OTU_153;size=2139;	338	46	84	222	94	2	2	7	5	77	0	3	2	7	1	0	57	4	0	3	2	1	1	2	28	26	10	8	0	5	4	12	73	142	0	53	14	2	1	10	6	12	8	3	1	1	0	2	1	0	2	5	36	10	13	3	2	0	2	1	0	3	61	0	47	2	2	2	11	1	9	6	1	62	36	0	23	4	6	2
OTU_2011;size=98;	10	0	2	13	7	0	0	7	8	0	0	1	0	0	0	0	0	2	3	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	1	0	0	1	0	0	0
OTU_15609;size=1;	6	5	14	7	11	2	3	6	5	4	4	0	0	2	3	1	0	1	0	3	1	1	1	0	2	1	6	5	3	9	3	0	3	0	1	1	0	3	3	3	5	1	3	3	2	1	0	0	0	0	10	2	0	3	2	3	2	0	0	0	0	1	0	2	0	2	3	1	12	7	1	2	1	0	11	5	0	3	1	3
OTU_191;size=1157;	77	13	9	37	33	17	4	9	58	7	11	7	5	7	1	4	19	4	11	9	1	8	8	2	7	10	9	11	6	11	11	3	34	13	3	8	6	1	0	5	4	4	7	19	3	0	0	0	1	13	2	2	5	23	5	6	11	0	0	0	0	42	22	2	10	5	12	9	9	6	5	8	13	22	19	24	16	9	7	1
OTU_304;size=677;	19	16	12	26	11	50	15	13	12	26	0	3	2	10	2	2	32	4	1	3	2	0	1	4	14	12	5	2	0	4	3	5	17	10	8	10	0	13	2	3	2	5	5	7	6	4	0	4	4	19	14	13	7	12	9	2	1	1	3	3	2	10	18	1	13	2	2	2	1	1	2	1	5	7	20	31	13	2	6	0
OTU_547;size=281;	31	9	5	0	0	0	4	6	5	5	0	13	4	8	0	0	0	0	0	0	0	0	0	0	0	0	15	8	0	2	4	0	0	3	0	0	0	0	0	9	1	4	4	4	0	0	0	0	0	0	0	0	1	2	5	0	0	0	0	0	0	0	0	0	5	0	0	0	8	18	10	4	3	5	5	0	0	6	6	0
OTU_1160;size=157;	13	3	8	25	8	4	0	0	3	1	0	2	2	1	0	0	0	1	0	2	1	2	0	0	1	1	0	0	0	0	0	0	2	0	2	4	0	0	1	0	0	3	0	1	1	0	0	0	0	0	3	2	0	3	1	0	4	0	1	0	0	1	0	0	1	1	2	2	1	0	0	1	1	3	11	14	7	4	2	0
OTU_23;size=34393;	111	64	84	431	339	959	782	1517	200	182	272	290	180	374	105	168	198	835	1187	1360	586	892	613	1048	86	50	321	413	85	135	185	31	94	37	41	73	31	329	184	22	15	16	29	94	104	257	210	270	141	36	73	45	56	183	34	57	91	180	169	129	160	74	77	96	122	1370	1344	1337	226	281	189	167	135	142	166	864	78	308	418	194
OTU_2010;size=19;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
OTU_40;size=7091;	78	376	607	244	168	147	218	496	34	113	16	185	137	227	9	7	207	18	17	28	15	17	16	26	61	56	114	116	10	37	69	21	201	43	429	12	44	1	2	16	13	14	26	83	75	2	1	7	2	11	183	138	50	108	34	48	55	1	5	5	0	167	146	2	107	35	40	50	59	96	37	53	44	121	14	96	63	184	260	10
OTU_139;size=1483;	64	10	3	82	61	75	3	5	36	18	12	30	12	52	7	12	5	8	17	25	8	14	14	14	5	3	7	13	1	5	1	1	26	8	5	18	7	38	20	18	8	12	25	21	12	20	19	23	18	27	8	10	3	34	25	9	11	10	32	17	17	11	17	3	13	19	26	27	2	6	6	2	0	7	20	66	14	29	40	15
OTU_71;size=6177;	131	120	177	29	30	409	0	0	182	594	2	34	17	37	2	2	752	7	15	16	8	11	4	8	311	284	72	76	7	34	59	68	1	1	52	2	155	5	6	23	28	32	40	29	44	6	1	4	3	0	62	34	210	77	32	21	32	6	3	2	0	0	0	2	329	12	16	17	69	57	33	27	36	400	59	269	304	23	51	3
OTU_15862;size=3;	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	2	0	0	0	1	1	0	0	0	0	0	0	0
OTU_683;size=257;	3	1	1	7	0	2	1	2	0	2	1	1	3	0	0	0	2	1	4	2	4	0	1	1	2	0	3	1	1	3	4	0	28	1	5	0	2	4	2	0	1	1	2	10	2	8	1	2	1	0	2	7	3	15	3	1	5	3	0	0	2	4	6	0	0	1	2	4	0	1	2	1	0	5	2	0	4	6	4	0
OTU_13440;size=12;	46	9	8	0	5	11	4	6	26	1	0	3	3	6	0	0	1	1	0	0	0	0	0	1	1	2	6	9	0	3	2	1	2	15	26	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	3	3	0	1	3	2	0	0	7	11	0
OTU_243;size=1137;	34	21	30	104	26	70	34	76	52	7	0	9	16	13	2	0	3	30	42	45	16	25	25	35	5	2	4	4	5	3	1	1	6	6	4	5	0	0	0	1	1	0	2	4	1	0	0	0	0	9	7	11	2	1	2	0	0	0	0	3	0	0	11	1	3	49	40	48	4	2	6	1	1	4	3	52	8	16	34	0
OTU_8309;size=2;	4	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4578;size=124;	14	8	13	9	22	23	7	29	30	5	0	2	6	4	8	2	9	0	2	6	0	0	0	2	2	4	0	0	1	0	1	2	0	2	4	12	0	9	5	3	0	3	7	1	4	10	5	10	8	1	10	4	0	1	4	0	4	2	4	4	0	1	0	0	13	2	4	2	3	0	1	2	0	4	10	21	0	4	4	3
OTU_51;size=9018;	172	16	42	167	147	96	912	1526	189	6	81	153	117	234	35	39	8	57	49	74	20	39	36	58	1	2	5	4	9	8	5	2	25	17	6	1	2	6	9	4	3	7	13	10	16	0	3	2	4	4	88	4	4	27	10	7	5	3	4	2	1	8	16	24	4	67	93	56	4	3	1	7	5	1	5	51	0	159	267	45
OTU_9307;size=51;	277	218	368	382	528	267	0	2	906	45	530	272	152	344	251	283	41	141	191	268	101	160	101	202	11	19	15	23	4	6	6	11	199	113	51	5	22	99	55	72	59	66	103	129	185	68	66	66	48	116	212	87	14	298	124	71	107	37	39	45	31	78	153	187	32	292	263	281	17	34	13	11	10	44	30	282	35	211	374	370
OTU_6347;size=489;	39	16	28	78	17	114	30	27	21	37	19	26	12	32	17	22	28	27	26	32	12	18	8	25	14	22	26	30	5	19	17	7	26	11	10	41	11	31	15	13	10	14	7	41	49	15	24	22	14	29	26	20	15	78	17	26	23	9	19	9	16	21	29	4	59	28	27	26	35	25	13	15	7	26	76	34	31	20	46	17
OTU_1565;size=66;	7	0	1	6	1	0	0	0	44	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
OTU_288;size=954;	22	23	22	18	25	7	19	17	42	13	15	5	0	7	3	7	19	2	4	6	4	3	5	6	9	4	14	12	2	11	4	1	3	5	1	2	1	4	5	8	7	7	4	13	0	6	5	5	11	0	8	12	0	13	6	3	8	3	3	2	3	13	4	9	5	8	1	4	10	10	6	4	8	10	7	18	3	1	4	13
OTU_16365;size=37;	40	0	1	15	10	90	31	68	9	3	3	10	11	31	1	4	2	8	7	9	2	2	1	4	0	0	14	10	5	11	10	0	0	0	0	0	2	1	2	0	1	0	0	0	0	1	4	1	1	0	1	0	0	0	1	1	2	1	0	0	1	3	0	6	0	7	4	9	14	7	5	13	7	3	2	70	1	16	22	6
OTU_2342;size=28;	3	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	2	1	1	0	0	0	0	4	0	0	0	0	1	1
OTU_628;size=576;	9	3	6	10	4	4	9	7	4	11	0	2	2	5	0	1	4	0	4	1	0	1	0	2	1	2	1	5	0	2	1	1	8	1	0	6	5	15	7	0	0	0	3	5	2	10	5	15	3	3	3	3	1	2	0	0	2	1	4	7	8	4	2	0	2	4	5	2	1	1	0	0	3	7	4	2	3	2	6	1
OTU_399;size=1118;	14	9	6	13	9	61	20	34	21	16	7	3	6	8	1	5	1	7	15	17	1	5	8	8	9	2	8	8	3	2	9	0	5	1	0	8	3	16	4	5	2	2	0	1	13	3	9	8	3	4	8	3	5	8	4	0	6	7	3	3	1	12	8	1	12	17	23	13	12	15	2	3	6	6	9	31	7	13	16	2
OTU_974;size=358;	15	10	17	16	4	20	9	17	6	11	5	8	1	7	0	2	0	3	5	7	3	1	2	3	5	4	2	2	1	1	0	0	14	8	6	19	2	6	1	2	4	6	11	6	11	2	4	8	6	15	11	3	8	15	5	6	4	7	5	3	5	4	19	0	8	2	2	2	5	6	1	3	0	5	13	11	2	1	16	3
OTU_845;size=74;	6	13	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	1	1	6	5	0	0	0	0	1	0	0
OTU_208;size=2429;	85	44	57	89	62	77	73	116	65	45	17	17	20	23	10	8	33	26	20	37	18	34	13	23	7	8	29	12	12	17	21	4	51	23	24	27	6	19	18	10	12	9	15	16	8	20	17	20	16	40	24	12	4	31	16	15	14	10	14	7	16	29	76	4	13	30	26	25	22	14	12	13	3	13	72	81	27	16	28	20
OTU_1600;size=59;	11	1	2	1	1	18	0	0	2	0	0	2	0	3	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	2	2	1
OTU_8681;size=1;	92	0	1	9	9	66	11	13	53	9	2	6	6	14	0	2	33	2	2	4	3	6	3	4	3	17	13	4	2	4	1	2	2	0	2	8	4	7	4	1	3	4	6	1	2	3	2	6	2	3	7	1	8	5	5	0	2	1	2	1	2	0	0	1	13	9	4	3	9	2	2	3	2	20	40	27	16	7	9	0
OTU_2674;size=746;	209	0	1	4	2	3	0	5	147	8	1	10	8	7	2	0	7	1	2	1	1	1	1	3	4	2	7	4	3	2	2	1	0	0	2	0	2	5	1	2	3	1	2	0	1	8	4	3	1	0	5	2	0	3	5	0	1	1	3	3	6	2	0	0	4	1	5	3	1	3	3	2	0	8	4	4	6	5	11	0
OTU_9260;size=1;	8	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_16115;size=6133;	83	64	80	104	113	111	15	16	52	4635	3915	404	323	608	2040	2336	4944	3162	3751	4066	1810	2741	1870	3263	2063	2462	3466	3217	1726	2152	2131	618	140	44	36	99	1291	1951	1148	980	679	611	1078	2590	2672	1774	1158	1561	1095	107	111	44	1859	4695	1046	1725	2200	780	1392	875	1192	78	151	1820	2532	4189	3930	4006	3097	2189	1806	1807	1358	3268	156	90	2429	550	841	3138
OTU_22;size=33731;	99	718	1085	735	627	798	1	3	781	144	105	172	117	255	52	72	112	54	90	92	51	71	52	87	59	36	20	15	1	8	9	16	2359	499	138	60	29	69	34	296	212	216	397	367	378	64	39	46	30	780	363	102	54	767	389	222	311	31	44	26	25	729	2142	46	72	96	120	108	9	19	7	4	3	75	82	304	94	169	277	69
