OTUId	sample_S2-D_Psoil-01	sample_S2-D_Psoil-02	sample_S2-D_Psoil-03	sample_S2-D_Psoil-04	sample_S2-D_Psoil-05	sample_S2-D_Psoil-07	sample_S2-D_Psoil-08	sample_S2-D_Psoil-09	sample_S2-D_Psoil-10	sample_S2-P_PO4-02	sample_S2-D_Pmax-01	sample_S2-D_Pmax-02	sample_S2-D_Pmax-04	sample_S2-D_Pmax-06	sample_S2-D_Pmax-08	sample_S2-D_Pmax-10	sample_S2-P_PO4-04	sample_S2-D_Ind-02	sample_S2-D_Ind-03	sample_S2-D_Ind-04	sample_S2-D_Ind-05	sample_S2-D_Ind-07	sample_S2-D_Ind-08	sample_S2-D_Ind-10	sample_S2-P_PO4-05	sample_S2-P_PO4-06	sample_S2-D_PO4-01	sample_S2-D_PO4-04	sample_S2-D_PO4-06	sample_S2-D_PO4-09	sample_S2-D_PO4-10	sample_S2-P_PO4-07	sample_S2-P_Psoil-04	sample_S2-P_Psoil-05	sample_S2-P_Psoil-09	sample_S2-P_Psoil-10	sample_S2-P_PO4-09	sample_S2-P_Ind-07	sample_S2-P_Ind-10	sample_S2-P_Pmax-02	sample_S2-P_Pmax-04	sample_S2-P_Pmax-05	sample_S2-P_Pmax-06	sample_S2-P_Pmax-07	sample_S2-P_Pmax-10	sample_S2-P_Ind-01	sample_S2-P_Ind-03	sample_S2-P_Ind-04	sample_S2-P_Ind-05	sample_S2-P_Psoil-06	sample_S2-P_Psoil-07	sample_S2-P_Psoil-08	sample_S2-P_PO4-10	sample_S2-P_Pmax-01	sample_S2-P_Pmax-03	sample_S2-P_Pmax-08	sample_S2-P_Pmax-09	sample_S2-P_Ind-02	sample_S2-P_Ind-06	sample_S2-P_Ind-08	sample_S2-P_Ind-09	sample_S2-P_Psoil-02	sample_S2-P_Psoil-03	sample_S2-D_Pmax-09	sample_S2-P_PO4-03	sample_S2-D_Ind-01	sample_S2-D_Ind-06	sample_S2-D_Ind-09	sample_S2-D_PO4-02	sample_S2-D_PO4-03	sample_S2-D_PO4-05	sample_S2-D_PO4-07	sample_S2-D_PO4-08	sample_S2-P_PO4-08	sample_S2-P_Psoil-01	sample_S2-D_Psoil-06	sample_S2-P_PO4-01	sample_S2-D_Pmax-03	sample_S2-D_Pmax-05	sample_S2-D_Pmax-07
OTU_2476;size=7;	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4962;size=2;	1	0	5	1	0	4	1	2	2	1	3	1	1	0	5	0	4	0	6	3	4	1	1	2	0	2	4	1	1	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	3	0	1	0	0	0	5	4	1	8	1	3	3	0	1	0	0	5	2	3	0	1	1	0
OTU_800;size=83;	12	3	9	21	20	22	25	32	10	4	1	6	0	1	0	3	3	0	3	8	3	7	0	2	0	3	9	5	1	3	5	2	21	5	1	30	0	5	4	2	5	3	8	5	3	2	3	2	6	14	7	3	3	9	7	4	5	2	3	1	3	8	34	0	3	12	9	5	5	4	6	10	2	2	78	25	3	5	5	2
OTU_2546;size=13;	4	2	3	3	3	1	7	5	4	1	0	2	0	2	0	0	2	0	0	0	1	0	0	0	1	0	2	2	1	1	1	0	1	0	0	7	1	2	4	1	1	0	0	3	0	5	3	1	2	0	0	1	4	2	1	0	0	0	3	3	0	0	1	0	0	0	0	0	1	1	0	1	1	3	5	0	2	1	3	0
OTU_603;size=77;	6	11	14	0	0	22	0	0	0	7	0	0	1	0	0	0	0	1	2	6	0	0	0	5	0	0	0	0	0	0	0	2	2	1	1	17	0	0	0	0	0	0	0	0	0	0	2	0	0	0	14	1	0	0	0	0	0	1	0	0	1	0	7	0	0	9	2	2	1	0	0	0	0	2	7	8	0	2	0	0
OTU_132;size=871;	12	1	8	1	0	17	0	0	2	0	0	0	0	0	0	1	4	6	12	9	5	5	3	6	3	0	0	0	0	0	0	0	14	3	2	1	1	210	134	0	1	0	0	0	0	139	122	129	83	1	1	6	0	4	0	0	0	82	124	74	90	1	6	1	2	10	11	11	1	0	0	0	0	1	5	4	0	0	0	0
OTU_784;size=45;	15	5	10	0	0	0	0	0	1	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5	0	1	3	0	0	0	3	0	2	5	1	9	0	0	0	0	0	3	1	0	4	2	6	4	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	0	7	3	0	0	0	0	0
OTU_209;size=578;	4	1	4	12	2	18	1	8	6	97	5	16	9	9	4	14	77	7	10	11	8	4	4	3	42	47	46	44	2	7	19	10	0	3	2	2	26	6	3	6	3	2	10	22	29	3	2	1	0	1	7	0	30	42	3	15	11	3	5	2	3	0	9	3	46	7	7	8	32	15	14	11	17	54	6	5	48	13	16	5
OTU_380;size=380;	10	7	4	8	9	21	7	5	19	13	2	8	9	15	0	1	17	3	6	6	0	2	0	2	6	7	2	10	1	4	3	1	6	2	3	9	4	1	0	8	4	5	18	3	3	4	2	5	3	19	6	1	1	2	5	2	4	0	2	1	0	6	8	4	8	1	2	8	7	7	3	10	4	10	12	10	6	7	17	5
OTU_4360;size=2;	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3016;size=4;	1	1	3	4	19	1	2	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	1	0	0	0	0	0	0	1	1	2	1	0	0
OTU_546;size=145;	2	0	3	2	2	3	12	17	3	2	9	4	0	2	2	10	4	3	1	3	2	5	1	3	1	0	6	15	1	7	7	1	1	0	0	8	4	0	1	1	2	2	1	1	7	2	0	0	2	0	0	3	2	4	1	0	0	1	0	0	1	2	0	2	4	2	1	4	4	9	6	9	8	4	0	5	7	1	3	9
OTU_1479;size=27;	3	0	1	1	0	0	5	11	3	0	0	1	1	0	0	0	0	2	3	0	0	0	0	1	1	3	0	0	0	0	0	0	1	0	1	6	0	0	0	0	0	0	1	2	0	0	1	0	0	4	1	0	0	0	0	0	0	2	0	0	0	3	3	0	0	0	0	0	0	0	0	1	0	1	1	3	0	0	0	0
OTU_346;size=516;	2	1	2	0	29	18	223	353	2	0	6	13	10	23	4	1	0	3	3	5	5	0	4	1	3	3	10	5	1	13	11	1	0	0	0	11	1	0	0	7	0	0	5	0	1	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	1	3	3	2	14	26	17	8	10	0	40	0	0	17	30	3
OTU_1296;size=28;	14	5	4	0	0	1	0	2	1	3	0	0	1	0	0	0	8	0	0	0	0	0	0	0	8	2	1	1	0	1	1	1	1	4	0	3	2	0	0	2	0	2	0	2	0	0	0	0	0	0	4	1	6	0	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	4	0	1	1	1	7	0	0	0
OTU_835;size=97;	13	12	17	2	5	29	24	29	11	27	18	10	8	3	8	17	27	27	34	25	10	13	19	35	13	16	30	33	14	16	19	0	8	5	2	12	4	13	8	9	6	0	6	36	25	9	5	4	9	2	2	4	12	76	6	22	28	6	12	7	5	0	4	8	10	33	25	19	29	15	11	12	7	28	8	14	11	3	11	12
OTU_660;size=308;	7	0	5	5	10	34	15	37	2	4	2	6	3	10	0	5	14	4	7	5	3	1	0	3	1	0	5	7	3	2	5	2	3	1	0	5	3	0	0	1	0	0	0	5	1	0	0	0	1	0	2	1	2	5	1	2	4	0	0	0	0	0	0	3	5	3	4	2	5	9	8	5	4	13	12	23	0	2	5	3
OTU_672;size=94;	4	0	7	1	1	2	2	6	10	14	0	1	4	2	0	2	20	1	0	0	0	1	0	0	8	0	4	5	0	0	1	0	2	0	1	1	4	0	1	0	0	1	3	5	5	1	1	3	1	0	4	5	7	1	0	0	3	0	0	0	0	0	0	0	6	8	0	3	0	1	0	2	1	5	3	14	0	2	2	1
OTU_619;size=65;	5	0	0	2	0	4	3	3	0	0	0	1	0	4	1	2	0	3	3	4	1	7	1	0	0	0	0	1	3	2	3	0	0	1	0	0	0	0	0	2	0	0	1	0	2	2	0	0	0	0	1	0	0	0	3	0	0	0	0	5	0	0	3	5	0	5	5	1	3	0	4	5	4	0	0	16	2	1	1	0
OTU_906;size=644;	5	0	1	4	6	0	0	0	6	44	60	72	58	96	28	44	29	122	162	229	73	118	72	135	13	0	16	31	8	9	9	12	0	0	0	0	8	6	2	1	2	2	2	42	54	4	7	4	3	0	0	0	7	60	6	26	28	3	0	2	3	0	0	20	15	196	182	160	12	18	3	8	5	29	1	0	17	97	135	80
OTU_326;size=206;	2	0	0	19	6	0	0	0	39	7	0	26	22	43	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	4	9	0	0	0	9	0	0	0	0	2	5	5	10	6	15	0	0	0	0	16	6	0	0	7	3	11	7	0	0	0	0	0	0	1	4	0	0	0	7	4	1	2	0	2	0	0	0	38	53	0
OTU_335;size=252;	5	4	3	12	18	8	3	1	3	30	0	1	5	1	0	0	18	0	0	0	1	3	0	1	13	15	1	12	0	1	2	1	7	6	0	22	8	10	3	12	5	4	6	2	7	5	2	5	1	27	26	2	6	17	10	5	2	2	2	1	1	15	1	0	10	2	3	0	0	4	2	1	0	23	28	18	4	2	8	0
OTU_1736;size=11;	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	4	0	0	1	1	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
OTU_79;size=3652;	2	4	25	65	22	0	8	3	62	310	0	13	2	10	0	0	282	0	2	2	0	0	1	3	159	139	60	65	6	21	30	56	3	160	4	0	111	5	1	17	12	12	11	43	54	6	1	3	3	5	2147	1	127	117	28	35	54	0	2	4	2	1	2	0	234	1	1	2	56	28	26	26	21	216	3	18	162	2	16	2
OTU_1971;size=13;	5	0	2	0	0	1	0	0	1	0	0	0	2	1	0	0	0	1	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_211;size=510;	11	69	129	160	76	41	0	0	14	10	0	31	16	37	1	0	5	5	6	15	7	13	7	3	0	0	6	10	0	0	1	0	23	6	4	7	0	0	0	1	1	0	2	5	5	4	1	1	0	2	8	15	4	9	1	1	5	1	0	0	0	9	18	3	3	11	9	10	2	6	4	4	0	2	2	43	2	33	45	2
OTU_349;size=340;	6	3	13	23	21	20	2	4	12	30	2	7	1	3	0	2	48	3	6	7	1	7	7	9	13	27	8	20	0	10	19	4	12	3	0	12	8	3	1	8	1	4	1	8	12	1	0	3	1	13	11	2	8	10	5	8	3	4	1	2	1	5	11	3	17	5	19	9	21	9	7	5	3	15	17	16	30	2	5	3
OTU_1544;size=14;	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_574;size=82;	4	0	6	9	3	14	5	12	0	12	1	2	1	1	0	2	7	0	0	0	0	0	0	0	4	5	1	5	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	5	0	0	0	0	0	0	2	3	1	2	1	1	0	0	0	0	0	0	0	16	0	0	0	5	1	4	0	0	11	4	0	4	5	9	0
OTU_1375;size=27;	5	3	9	1	1	7	0	0	11	0	0	0	1	0	0	0	0	2	5	0	2	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	22	0	0	0	0
OTU_1076;size=25;	2	0	2	0	0	2	0	3	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	1	1	0	0	0	0	0	1	3	0	1	0	0	0	0	3	1	0	2	0	0	0	0	0	1	0	8	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0
OTU_1059;size=28;	8	0	0	0	0	0	2	5	4	0	0	1	4	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	3	0	0	0	0	0	4	0	0	1	3	1
OTU_544;size=86;	7	1	0	6	3	13	15	19	11	0	2	2	1	3	1	0	2	1	1	2	0	0	1	1	0	0	0	4	0	0	0	0	2	2	1	4	2	5	2	0	0	0	0	1	0	0	1	2	0	4	3	0	3	2	3	1	0	2	2	1	0	3	7	0	7	3	2	5	1	0	0	0	0	0	17	7	5	2	1	0
OTU_1385;size=33;	3	46	55	182	435	3715	5	7	89	446	64	156	105	169	43	35	544	1	4	1	0	1	1	2	217	371	96	89	15	67	59	50	64	77	68	1	126	0	0	64	58	46	83	98	87	0	0	1	0	109	156	52	159	180	71	58	89	0	0	0	0	79	65	32	258	3	2	1	105	68	42	43	36	287	0	967	255	138	213	51
OTU_4717;size=2;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_429;size=156;	3	2	0	1	1	5	1	0	1	50	0	3	2	2	0	1	30	0	0	1	0	1	0	0	16	14	5	1	1	1	0	6	5	0	1	2	14	3	1	0	2	2	3	16	20	2	0	1	0	2	0	1	7	38	1	10	18	1	1	1	0	1	2	0	18	0	1	0	5	0	0	5	2	20	2	0	27	2	6	0
OTU_402;size=187;	13	12	36	4	8	4	0	0	6	8	1	2	2	5	0	2	27	1	2	0	0	0	0	2	13	8	5	5	2	4	4	2	3	0	3	2	9	1	1	3	3	1	9	4	5	0	0	1	1	0	1	11	7	9	7	6	4	1	0	1	0	4	0	0	18	3	0	3	2	3	2	5	4	12	2	3	20	4	5	2
OTU_58;size=3023;	1	0	0	0	0	0	7	18	53	550	0	12	16	8	0	0	664	1	2	2	0	3	1	0	329	367	57	55	5	19	24	76	0	0	0	4	172	0	0	11	8	5	18	1	2	0	0	0	0	0	6	0	234	4	10	1	3	0	0	0	0	0	0	0	427	1	1	2	42	21	25	16	11	426	5	3	322	17	18	0
OTU_607;size=167;	9	3	5	16	13	32	11	17	3	9	0	1	3	6	0	2	11	2	0	1	1	3	0	3	8	4	11	4	1	0	1	1	5	2	3	4	2	0	0	2	2	0	2	0	2	2	1	1	0	9	8	5	8	6	3	2	0	0	0	0	1	4	7	1	8	3	2	0	3	4	2	1	4	7	7	10	7	9	9	1
OTU_1515;size=14;	2	4	1	0	0	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	5	6	0	0	0	0
OTU_307;size=386;	17	1	4	1	0	3	3	1	4	1	0	0	0	0	1	2	0	17	8	11	6	5	2	15	0	4	2	0	1	2	0	0	12	1	4	13	2	87	43	2	1	3	4	3	6	52	44	74	33	5	2	0	2	0	5	2	0	33	39	30	47	1	13	0	3	12	10	10	0	0	0	0	1	3	12	3	5	0	0	0
OTU_1653;size=10;	2	0	0	2	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU_146;size=931;	7	78	112	14	5	23	0	2	26	3	0	12	6	5	0	2	5	2	3	1	1	2	0	2	0	0	1	2	0	1	3	1	223	30	5	23	1	4	6	10	11	5	10	22	31	7	8	3	4	152	22	7	2	73	23	28	32	4	7	6	4	126	149	0	2	5	0	3	2	0	1	1	0	3	24	13	4	12	14	0
OTU_122;size=5131;	18	146	169	46	38	23	3	6	21	153	5	19	15	21	2	3	174	31	22	36	9	15	11	20	58	68	39	28	11	19	22	16	114	57	35	10	44	47	34	69	38	32	69	52	40	38	31	37	24	30	68	40	63	69	46	21	43	14	38	20	26	35	86	0	77	31	24	25	27	18	24	19	5	99	13	54	93	23	44	6
OTU_644;size=66;	2	0	0	5	2	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	10	2	2	11	1	2	0	0	2	0	0	0	0	1	0	0	0	21	6	2	0	0	0	1	0	2	1	0	0	19	7	1	0	2	2	1	0	0	0	0	1	3	30	0	3	0	0	0
OTU_311;size=327;	9	11	19	0	3	41	5	12	2	21	1	0	1	2	0	0	13	3	10	7	1	2	4	6	8	13	0	2	0	1	4	4	9	9	1	23	9	11	7	3	1	0	3	9	7	11	4	8	6	4	4	6	11	6	3	1	2	4	5	3	5	13	5	0	28	2	7	7	4	0	0	1	0	6	43	7	14	4	4	3
OTU_1486;size=13;	1	0	1	1	0	3	0	0	5	3	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
OTU_1129;size=62;	5	24	24	20	0	0	0	0	0	4	0	0	0	0	0	0	15	0	0	0	0	0	0	0	3	0	0	4	0	1	0	0	4	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	19	0	6	0	0	0	1	0	2	1	1	4	0	0	2	1	1	0
OTU_1162;size=60;	7	2	8	21	69	0	0	0	10	6	0	0	0	2	0	0	1	0	0	0	0	1	0	0	3	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	4	0	0	0	0	1	0
OTU_376;size=330;	2	2	0	7	2	28	32	64	0	3	1	1	0	1	0	0	0	20	21	23	5	23	10	11	6	2	4	2	3	2	0	1	0	1	0	1	0	25	26	8	4	0	2	15	3	31	10	34	22	0	0	0	3	9	3	4	8	22	21	8	16	0	0	0	6	21	33	33	2	0	0	3	0	2	13	1	3	2	5	1
OTU_263;size=287;	13	2	12	5	10	1	0	3	4	39	3	3	1	3	3	6	4	9	13	19	2	5	10	13	13	15	5	8	2	3	5	0	7	4	3	1	2	9	4	4	4	0	2	9	6	10	6	9	3	0	29	1	4	13	4	5	0	2	9	1	7	13	2	4	7	16	9	15	10	8	4	2	0	16	2	2	14	2	6	7
OTU_1431;size=34;	3	0	2	6	5	2	2	8	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	0	0	1	0	2	0	0	1	1	2	0	0	0	0	0	1	1	0	1	0	0	2	3	0	1	0	0	0	3	0	0	0	0	3	1	0	3	0	0	2	4	1	1	1	0	2	12	0	0	0	1	0
OTU_686;size=91;	7	0	0	0	1	6	2	4	1	8	3	1	1	3	1	0	7	2	0	0	0	2	0	3	1	0	10	1	0	0	2	1	6	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	1	2	0	0	0	0	0	0	10	0	8	1	1	1	0	0	1	1	2	4	0	1	7	5	6	1
OTU_1951;size=10;	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1947;size=8;	1	0	0	0	0	0	0	0	0	0	9	0	1	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	1	0	1	0	0	0	0	0	1	2	0
OTU_1049;size=32;	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	4	6	0	2	0	4	0	1	2	0	3	1	1	0	0	19	4	2	0	0	5	0	0	1	2	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	7	1	1	0	3	0
OTU_165;size=1278;	17	49	48	21	15	18	3	6	2	129	7	2	3	20	12	8	96	10	5	16	4	7	8	7	37	64	20	11	5	9	18	16	85	10	8	10	36	19	23	17	9	10	10	71	73	24	22	24	10	7	81	0	42	114	13	45	54	21	14	16	21	7	111	9	70	8	8	11	26	13	18	17	9	98	9	22	75	13	20	9
OTU_780;size=180;	10	2	3	3	4	5	14	14	9	5	6	0	0	6	3	3	0	6	5	7	1	2	2	3	3	0	0	1	1	0	0	0	4	3	0	23	1	6	6	0	0	0	1	8	6	13	3	10	7	16	2	3	2	20	5	4	9	8	8	5	9	3	2	1	0	8	6	4	0	2	0	2	0	0	45	13	1	5	11	3
OTU_4087;size=8;	4	12	9	13	14	2	1	2	2	3	0	4	1	2	0	3	4	0	1	2	0	0	0	2	0	0	3	1	0	0	1	0	0	0	2	1	2	1	1	2	0	1	0	1	1	1	0	1	2	0	1	2	3	4	1	1	2	0	1	0	1	0	0	0	3	0	1	3	1	2	0	0	1	3	0	12	0	5	4	1
OTU_2747;size=14;	5	1	0	0	0	0	0	0	4	4	2	0	2	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	1	0	1	2	1
OTU_892;size=63;	5	4	7	6	7	6	0	0	1	3	0	1	1	5	1	0	7	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	8	3	2	10	2	1	0	3	2	1	0	2	0	0	1	2	0	4	2	0	2	2	1	0	6	0	1	1	3	2	6	0	3	1	0	0	0	0	0	0	2	0	13	2	1	3	3	0
OTU_1176;size=83;	9	1	3	3	3	4	17	21	18	5	0	2	1	1	2	3	10	2	4	5	1	3	1	5	1	0	10	6	1	1	2	1	3	1	4	6	0	7	1	1	2	1	2	2	3	7	1	4	2	9	3	2	3	3	0	1	1	2	7	0	2	0	2	2	0	5	6	7	1	0	4	2	2	5	7	8	4	0	6	3
OTU_3815;size=702;	8	14	7	10	11	6	881	1290	9	228	30	39	42	59	14	19	232	27	21	23	12	22	12	35	100	139	88	104	19	46	65	37	7	47	277	185	50	34	21	71	61	41	80	123	105	31	20	26	18	10	14	307	71	205	101	57	109	13	18	11	18	12	2	9	158	40	26	22	103	52	41	51	40	207	177	11	133	59	83	23
OTU_1423;size=16;	4	0	0	3	0	0	4	1	0	6	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	2	0	0	0	0	0	0	1	0	1	5	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_1380;size=17;	2	0	0	0	0	0	0	0	0	0	1	4	5	0	3	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	1
OTU_3802;size=2;	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_368;size=372;	11	0	3	33	6	10	0	0	39	63	1	3	7	4	0	0	114	6	8	8	4	1	5	5	21	21	0	8	0	2	7	5	0	0	0	154	11	0	0	0	0	0	0	2	0	0	0	0	0	0	12	0	27	3	0	0	0	0	0	0	0	0	0	0	41	9	1	7	1	1	1	0	0	41	55	0	29	6	6	1
OTU_3212;size=3;	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2246;size=30;	2	0	0	1	5	9	4	1	1	4	0	0	4	2	0	0	2	0	1	0	0	0	0	0	2	6	1	0	0	2	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	2	0	0	0	2	1	3	1	2
OTU_1145;size=20;	8	0	0	0	0	0	0	0	4	0	0	1	1	2	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	1	0	0	4	5	3	0
OTU_3918;size=2;	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1060;size=24;	9	2	0	0	0	1	0	0	0	0	0	0	3	6	0	0	0	0	8	5	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	1	0
OTU_861;size=38;	4	1	0	5	4	0	8	6	2	5	0	1	0	3	0	0	0	1	0	0	0	3	0	1	2	0	1	3	3	0	1	0	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	2	0	0	2	0	3	2	0	0	4	1	1	0	1	0	3	0	1	0	4	0
OTU_700;size=148;	8	11	20	10	6	6	5	3	16	7	5	4	3	5	1	0	0	2	3	1	1	0	2	3	3	0	2	1	1	0	0	0	11	4	1	14	0	3	1	6	7	1	4	4	3	2	0	3	1	9	11	3	0	4	5	2	3	1	2	5	1	17	13	1	0	0	1	2	4	3	0	0	0	0	30	6	0	5	6	0
